recording_id,subject,label,window_index,start_seconds,sfreq_eeg,n_samples,eeg_channel,emg_channel,irr3,irr4,incr_asym,exponent_high,emg_mean,emg_median,emg_p90,emg_sd,status,error
SC4072E0-PSG@W#4,SC4072E0-PSG,W,4,68565.0,100,12000,EEG Fpz-Cz,EMG submental,0.0036489905,0.0052432614,-0.37158991,-0.536152,3.93697,4.514,4.594,1.71483,ok,
SC4072E0-PSG@W#5,SC4072E0-PSG,W,5,68685.0,100,12000,EEG Fpz-Cz,EMG submental,0.0042559689,0.0052465018,-0.47035833,-0.0596356,4.49527,4.503,4.606,0.0983985,ok,
SC4082E0-PSG@N3#0,SC4082E0-PSG,N3,0,38355.0,100,12000,EEG Fpz-Cz,EMG submental,0.00048895428,0.00055452192,-0.037688192,2.2234,0.591883,0.59,0.6546,0.0461752,ok,
SC4082E0-PSG@N3#1,SC4082E0-PSG,N3,1,38475.0,100,12000,EEG Fpz-Cz,EMG submental,5.7141805e-05,0.00012915125,0.075844055,2.37945,0.591583,0.593,0.6442,0.043737,ok,
SC4082E0-PSG@N3#2,SC4082E0-PSG,N3,2,38595.0,100,12000,EEG Fpz-Cz,EMG submental,0.00031655925,0.00096405303,-0.038218178,2.11669,0.61755,0.618,0.672,0.0436115,ok,
SC4082E0-PSG@N3#3,SC4082E0-PSG,N3,3,38715.0,100,12000,EEG Fpz-Cz,EMG submental,0.00089226538,0.00081583831,-0.10857,2.06803,0.586267,0.585,0.6382,0.0412245,ok,
SC4082E0-PSG@N3#4,SC4082E0-PSG,N3,4,38835.0,100,12000,EEG Fpz-Cz,EMG submental,0.00037808256,0.0012458078,-0.049088076,2.21973,0.59505,0.59,0.6484,0.0440439,ok,
SC4082E0-PSG@N3#5,SC4082E0-PSG,N3,5,38955.0,100,12000,EEG Fpz-Cz,EMG submental,0.00085700947,0.0012763406,0.088006292,1.98869,0.601567,0.603,0.6482,0.0359409,ok,
SC4091E0-PSG@W#0,SC4091E0-PSG,W,0,68040.0,100,12000,EEG Fpz-Cz,EMG submental,0.0062550029,0.0073294432,-0.62683619,-0.00340292,4.02708,4.027,4.1344,0.0811964,ok,
SC4091E0-PSG@W#1,SC4091E0-PSG,W,1,68160.0,100,12000,EEG Fpz-Cz,EMG submental,0.0075233313,0.009699953,-0.40379567,-0.0953444,4.01647,4.022,4.114,0.0826816,ok,
SC4091E0-PSG@W#2,SC4091E0-PSG,W,2,68280.0,100,12000,EEG Fpz-Cz,EMG submental,0.0060459885,0.0072695307,-0.59658417,-0.0321692,4.03805,4.046,4.134,0.0748774,ok,
SC4091E0-PSG@W#3,SC4091E0-PSG,W,3,68400.0,100,12000,EEG Fpz-Cz,EMG submental,0.014462985,0.016080033,-0.62180207,-0.525841,4.01805,4.027,4.1324,0.0928484,ok,
SC4091E0-PSG@W#4,SC4091E0-PSG,W,4,68520.0,100,12000,EEG Fpz-Cz,EMG submental,0.010381091,0.012171014,-0.46840183,-0.391394,3.99303,4.001,4.0932,0.0846865,ok,
SC4091E0-PSG@W#5,SC4091E0-PSG,W,5,68640.0,100,12000,EEG Fpz-Cz,EMG submental,0.012707468,0.012839901,-0.72821644,-0.0759485,4.05505,4.06,4.1404,0.0690425,ok,
SC4102E0-PSG@REM#0,SC4102E0-PSG,REM,0,30825.0,100,12000,EEG Fpz-Cz,EMG submental,0.00063520602,0.00090764385,-0.24900704,2.38108,0.540683,0.52,0.655,0.155534,ok,
SC4102E0-PSG@REM#1,SC4102E0-PSG,REM,1,30945.0,100,12000,EEG Fpz-Cz,EMG submental,0.0010139813,0.0013487294,-0.19893742,1.47706,0.4852,0.484,0.5662,0.0764724,ok,
SC4102E0-PSG@REM#2,SC4102E0-PSG,REM,2,31065.0,100,12000,EEG Fpz-Cz,EMG submental,0.00051086691,0.00099019205,-0.22057522,2.27212,0.534383,0.494,0.6206,0.308415,ok,
SC4102E0-PSG@REM#3,SC4102E0-PSG,REM,3,31185.0,100,12000,EEG Fpz-Cz,EMG submental,0.0021435642,0.0021406179,-0.28853525,0.86509,0.49625,0.492,0.592,0.0702982,ok,
SC4102E0-PSG@REM#4,SC4102E0-PSG,REM,4,31305.0,100,12000,EEG Fpz-Cz,EMG submental,0.00062971478,0.0013275504,-0.2341859,0.934594,0.472733,0.465,0.5922,0.0826377,ok,
SC4102E0-PSG@REM#5,SC4102E0-PSG,REM,5,31425.0,100,12000,EEG Fpz-Cz,EMG submental,0.00049975008,0.0011529881,0.15542867,2.46192,0.62195,0.55,0.6974,0.459036,ok,
SC4112E0-PSG@N2#0,SC4112E0-PSG,N2,0,52155.0,100,12000,EEG Fpz-Cz,EMG submental,0.00018063054,0.00054823637,-0.034504688,0.961062,3.16257,3.178,3.3142,0.127404,ok,
SC4112E0-PSG@N2#1,SC4112E0-PSG,N2,1,52275.0,100,12000,EEG Fpz-Cz,EMG submental,0.0005224294,0.00087178058,-0.068496889,0.789457,3.10787,3.118,3.2584,0.12712,ok,
SC4112E0-PSG@N2#2,SC4112E0-PSG,N2,2,52395.0,100,12000,EEG Fpz-Cz,EMG submental,9.3405105e-05,0.00048587915,-0.030846734,0.914546,3.10047,3.113,3.2696,0.128875,ok,
SC4112E0-PSG@N2#3,SC4112E0-PSG,N2,3,52515.0,100,12000,EEG Fpz-Cz,EMG submental,0.00038079961,0.00067798212,-0.01139897,0.720593,3.06742,3.055,3.247,0.135703,ok,
SC4112E0-PSG@N2#4,SC4112E0-PSG,N2,4,52635.0,100,12000,EEG Fpz-Cz,EMG submental,0.0001232301,0.00047980636,0.0079035525,0.765129,3.05707,3.071,3.1962,0.117626,ok,
SC4112E0-PSG@N2#5,SC4112E0-PSG,N2,5,52755.0,100,12000,EEG Fpz-Cz,EMG submental,0.00028225359,0.00038710399,-0.043046735,0.846439,3.07473,3.089,3.218,0.118101,ok,
SC4121E0-PSG@REM#0,SC4121E0-PSG,REM,0,51285.0,100,12000,EEG Fpz-Cz,EMG submental,0.0016789375,0.0020991269,-0.26082665,2.01522,0.711367,0.708,0.8606,0.130524,ok,
SC4121E0-PSG@REM#1,SC4121E0-PSG,REM,1,51405.0,100,12000,EEG Fpz-Cz,EMG submental,0.00067321412,0.0022238488,0.20953705,1.77303,0.845517,0.699,1.0214,0.51138,ok,
SC4121E0-PSG@REM#2,SC4121E0-PSG,REM,2,51525.0,100,12000,EEG Fpz-Cz,EMG submental,0.00027059762,0.00053282056,-0.10390645,2.04243,0.739417,0.67,0.9248,0.333433,ok,
SC4121E0-PSG@REM#3,SC4121E0-PSG,REM,3,51645.0,100,12000,EEG Fpz-Cz,EMG submental,9.3785769e-05,0.00035470346,-1.1578545,0.800752,0.864783,0.716,1.4962,0.582524,ok,
SC4121E0-PSG@REM#4,SC4121E0-PSG,REM,4,51765.0,100,12000,EEG Fpz-Cz,EMG submental,6.3255577e-05,0.00047079293,-1.3787037,2.16291,0.71295,0.676,0.8646,0.238525,ok,
SC4121E0-PSG@REM#5,SC4121E0-PSG,REM,5,51885.0,100,12000,EEG Fpz-Cz,EMG submental,0.0012457993,0.0015888878,0.0061597628,1.01021,1.31193,0.69,3.658,1.15675,ok,
SC4131E0-PSG@N2#0,SC4131E0-PSG,N2,0,52725.0,100,12000,EEG Fpz-Cz,EMG submental,0.00016002828,0.00055406891,0.10625701,1.66898,0.384667,0.361,0.5782,0.13769,ok,
SC4131E0-PSG@N2#1,SC4131E0-PSG,N2,1,52845.0,100,12000,EEG Fpz-Cz,EMG submental,0.00010753957,0.00088171201,-0.027241216,1.34502,0.37805,0.357,0.5506,0.130674,ok,
SC4131E0-PSG@N2#2,SC4131E0-PSG,N2,2,52965.0,100,12000,EEG Fpz-Cz,EMG submental,0.00048956715,0.00061737154,0.015588355,1.28976,0.388817,0.368,0.5798,0.127603,ok,
SC4131E0-PSG@N2#3,SC4131E0-PSG,N2,3,53085.0,100,12000,EEG Fpz-Cz,EMG submental,0.00011211118,0.00062616953,0.07156093,1.54586,0.3791,0.371,0.5468,0.122066,ok,
SC4131E0-PSG@N2#4,SC4131E0-PSG,N2,4,53205.0,100,12000,EEG Fpz-Cz,EMG submental,1.7127083e-05,0.00024967265,0.018928889,1.16217,0.402867,0.381,0.5714,0.128571,ok,
SC4131E0-PSG@N2#5,SC4131E0-PSG,N2,5,53325.0,100,12000,EEG Fpz-Cz,EMG submental,0.00035114219,0.00057622622,-0.07774628,0.974483,0.403917,0.386,0.606,0.144758,ok,
SC4141E0-PSG@REM#0,SC4141E0-PSG,REM,0,35415.0,100,12000,EEG Fpz-Cz,EMG submental,0.00076103827,0.0008843762,-0.63366111,0.781384,0.463467,0.374,0.5572,0.433129,ok,
SC4141E0-PSG@REM#1,SC4141E0-PSG,REM,1,35535.0,100,12000,EEG Fpz-Cz,EMG submental,0.00038609115,0.00079433729,-0.21972032,0.752293,0.36865,0.362,0.4648,0.0881136,ok,
SC4141E0-PSG@REM#2,SC4141E0-PSG,REM,2,35655.0,100,12000,EEG Fpz-Cz,EMG submental,0.00030571811,0.00071958971,-0.11313089,0.936089,0.392017,0.377,0.5622,0.131291,ok,
SC4141E0-PSG@REM#3,SC4141E0-PSG,REM,3,35775.0,100,12000,EEG Fpz-Cz,EMG submental,0.0016033628,0.0021150179,-0.12588281,-0.79688,0.785733,0.5,1.2326,0.792218,ok,
SC4141E0-PSG@REM#4,SC4141E0-PSG,REM,4,35895.0,100,12000,EEG Fpz-Cz,EMG submental,4.462346e-05,0.00032089847,-0.10763233,1.18178,0.373933,0.35,0.52,0.112664,ok,
SC4141E0-PSG@REM#5,SC4141E0-PSG,REM,5,36015.0,100,12000,EEG Fpz-Cz,EMG submental,0.00036146983,0.00067819685,-0.30452627,1.05484,0.42095,0.383,0.524,0.290478,ok,
SC4152E0-PSG@N2#0,SC4152E0-PSG,N2,0,44940.0,100,12000,EEG Fpz-Cz,EMG submental,0.00018238602,0.0012027652,-0.016328758,1.24276,3.55447,3.556,3.62,0.0579055,ok,
SC4152E0-PSG@N2#1,SC4152E0-PSG,N2,1,45060.0,100,12000,EEG Fpz-Cz,EMG submental,0.00033173356,0.00082420894,0.026366401,0.961583,3.5677,3.577,3.6382,0.0581416,ok,
SC4152E0-PSG@N2#2,SC4152E0-PSG,N2,2,45180.0,100,12000,EEG Fpz-Cz,EMG submental,0.00038816392,0.00061741979,-0.0059279498,1.10125,3.52967,3.528,3.5962,0.0539533,ok,
SC4152E0-PSG@N2#3,SC4152E0-PSG,N2,3,45300.0,100,12000,EEG Fpz-Cz,EMG submental,0.00080895864,0.001191294,-0.03885116,1.0527,3.55513,3.554,3.626,0.0669416,ok,
SC4152E0-PSG@N2#4,SC4152E0-PSG,N2,4,45420.0,100,12000,EEG Fpz-Cz,EMG submental,0.0002369046,0.00064164152,0.05291348,1.26632,3.51807,3.526,3.578,0.0573032,ok,
SC4152E0-PSG@N2#5,SC4152E0-PSG,N2,5,45540.0,100,12000,EEG Fpz-Cz,EMG submental,8.0248731e-05,0.00067296943,-0.087747074,1.08356,3.53008,3.53,3.5922,0.0537869,ok,
SC4161E0-PSG@REM#0,SC4161E0-PSG,REM,0,32385.0,100,12000,EEG Fpz-Cz,EMG submental,1.0912567e-05,0.00029901488,-0.044454491,3.33282,2.18967,2.191,3.6296,0.994577,ok,
SC4161E0-PSG@REM#1,SC4161E0-PSG,REM,1,32505.0,100,12000,EEG Fpz-Cz,EMG submental,0.00047065854,0.00081757915,-0.053267455,2.35497,2.18017,2.234,3.4796,0.929508,ok,
SC4161E0-PSG@REM#2,SC4161E0-PSG,REM,2,32625.0,100,12000,EEG Fpz-Cz,EMG submental,8.6315474e-05,0.00034621499,-0.098123813,3.06891,2.6313,2.611,4.2378,1.10429,ok,
SC4161E0-PSG@REM#3,SC4161E0-PSG,REM,3,32745.0,100,12000,EEG Fpz-Cz,EMG submental,0.00028138771,0.0005447621,-0.029138923,2.4682,2.99612,3.158,4.4122,1.12641,ok,
SC4161E0-PSG@REM#4,SC4161E0-PSG,REM,4,32865.0,100,12000,EEG Fpz-Cz,EMG submental,0.000288675,0.00063134614,0.13395374,3.16595,3.75008,3.881,4.4002,0.594401,ok,
SC4161E0-PSG@REM#5,SC4161E0-PSG,REM,5,32985.0,100,12000,EEG Fpz-Cz,EMG submental,0.00047457151,0.00087176186,-0.037146624,3.71604,3.79183,3.997,4.49,0.62962,ok,
SC4172E0-PSG@N2#0,SC4172E0-PSG,N2,0,55140.0,100,12000,EEG Fpz-Cz,EMG submental,0.00073303751,0.00086253018,-0.039526247,1.78915,2.21738,2.15,2.598,0.235381,ok,
SC4172E0-PSG@N2#1,SC4172E0-PSG,N2,1,55260.0,100,12000,EEG Fpz-Cz,EMG submental,0.0001725648,0.0004909828,-0.034526074,1.9979,2.27177,2.216,2.574,0.273816,ok,
SC4172E0-PSG@N2#2,SC4172E0-PSG,N2,2,55380.0,100,12000,EEG Fpz-Cz,EMG submental,7.4719529e-05,0.00047102753,0.0031114254,1.62245,2.25898,2.22,2.5844,0.199855,ok,
SC4172E0-PSG@N2#3,SC4172E0-PSG,N2,3,55500.0,100,12000,EEG Fpz-Cz,EMG submental,0.00014473526,0.00052524908,-0.11291186,1.68854,2.24867,2.211,2.59,0.225458,ok,
SC4172E0-PSG@N2#4,SC4172E0-PSG,N2,4,55620.0,100,12000,EEG Fpz-Cz,EMG submental,0.00019104711,0.0004910091,-0.0078888156,1.74266,2.39438,2.363,2.761,0.254946,ok,
SC4172E0-PSG@N2#5,SC4172E0-PSG,N2,5,55740.0,100,12000,EEG Fpz-Cz,EMG submental,0.00088571099,0.0010504213,-0.40793004,-0.657332,2.91463,2.492,4.1544,0.842935,ok,
SC4181E0-PSG@REM#0,SC4181E0-PSG,REM,0,47130.0,100,12000,EEG Fpz-Cz,EMG submental,0.00020752915,0.00084073179,-0.56910568,1.09412,1.81812,1.605,2.9868,0.50315,ok,
SC4181E0-PSG@REM#1,SC4181E0-PSG,REM,1,47250.0,100,12000,EEG Fpz-Cz,EMG submental,0.00029612238,0.00074590793,0.17109645,0.965796,1.72935,1.702,1.87,0.210617,ok,
SC4181E0-PSG@REM#2,SC4181E0-PSG,REM,2,47370.0,100,12000,EEG Fpz-Cz,EMG submental,4.9169265e-05,0.00018874047,-0.056018748,1.67484,1.66525,1.618,1.7962,0.278969,ok,
SC4181E0-PSG@REM#3,SC4181E0-PSG,REM,3,47490.0,100,12000,EEG Fpz-Cz,EMG submental,0.00052623951,0.00073358858,-0.12326916,1.11205,1.611,1.615,1.7452,0.108668,ok,
SC4181E0-PSG@REM#4,SC4181E0-PSG,REM,4,47610.0,100,12000,EEG Fpz-Cz,EMG submental,0.00012741455,0.00074932381,0.24520457,-0.353276,1.72777,1.629,2.1486,0.350747,ok,
SC4181E0-PSG@REM#5,SC4181E0-PSG,REM,5,47730.0,100,12000,EEG Fpz-Cz,EMG submental,0.00049031336,0.00089242615,-0.17318202,0.607177,1.6622,1.648,1.781,0.0975238,ok,
SC4191E0-PSG@N2#0,SC4191E0-PSG,N2,0,64095.0,100,12000,EEG Fpz-Cz,EMG submental,0.00027040281,0.00037311935,0.035542755,1.65056,0.842233,1.061,1.3674,0.666646,ok,
SC4191E0-PSG@N2#1,SC4191E0-PSG,N2,1,64215.0,100,12000,EEG Fpz-Cz,EMG submental,0.00018487484,0.00066060707,-0.18823804,0.105798,1.57038,1.309,3.15,1.45216,ok,
SC4191E0-PSG@N2#2,SC4191E0-PSG,N2,2,64335.0,100,12000,EEG Fpz-Cz,EMG submental,0.00029086831,0.00059648079,0.041246528,1.51759,1.84448,2.685,2.9326,1.36574,ok,
SC4191E0-PSG@N2#3,SC4191E0-PSG,N2,3,64455.0,100,12000,EEG Fpz-Cz,EMG submental,8.642942e-05,0.00028712156,0.075991634,1.49487,1.9448,2.723,2.9166,1.34064,ok,
SC4191E0-PSG@N2#4,SC4191E0-PSG,N2,4,64575.0,100,12000,EEG Fpz-Cz,EMG submental,3.5755699e-05,0.00031857861,0.13656977,1.39617,1.98348,2.703,2.9124,1.35569,ok,
SC4191E0-PSG@N2#5,SC4191E0-PSG,N2,5,64695.0,100,12000,EEG Fpz-Cz,EMG submental,0.00013001357,0.00061376201,0.014635243,1.1976,1.78478,2.662,2.852,1.30792,ok,
SC4192E0-PSG@W#0,SC4192E0-PSG,W,0,19290.0,100,12000,EEG Fpz-Cz,EMG submental,0.0042639511,0.0052266195,-0.40924716,0.0565072,3.4561,3.452,3.528,0.0551802,ok,
SC4192E0-PSG@W#1,SC4192E0-PSG,W,1,19410.0,100,12000,EEG Fpz-Cz,EMG submental,0.0059619215,0.0068132637,-0.40548918,0.0388679,3.5001,3.508,3.593,0.0826115,ok,
SC4192E0-PSG@W#2,SC4192E0-PSG,W,2,19530.0,100,12000,EEG Fpz-Cz,EMG submental,0.0044881691,0.0052611587,-0.93166935,-0.0293417,3.44565,3.445,3.523,0.0633349,ok,
SC4192E0-PSG@W#3,SC4192E0-PSG,W,3,19650.0,100,12000,EEG Fpz-Cz,EMG submental,0.0019631225,0.0027636751,-0.40593541,-0.034798,3.47438,3.48,3.5444,0.0783638,ok,
SC4192E0-PSG@W#4,SC4192E0-PSG,W,4,19770.0,100,12000,EEG Fpz-Cz,EMG submental,0.0049765384,0.0055503827,-0.21695353,0.0730491,3.4602,3.469,3.5542,0.110037,ok,
SC4192E0-PSG@W#5,SC4192E0-PSG,W,5,19890.0,100,12000,EEG Fpz-Cz,EMG submental,0.0030656656,0.004924297,-0.19062173,-0.137793,3.47885,3.486,3.556,0.0668778,ok,
SC4212E0-PSG@W#0,SC4212E0-PSG,W,0,14715.0,100,12000,EEG Fpz-Cz,EMG submental,0.0068135142,0.0072987403,-0.84526096,0.41816,2.92497,2.931,3.0562,0.110012,ok,
SC4212E0-PSG@W#1,SC4212E0-PSG,W,1,14835.0,100,12000,EEG Fpz-Cz,EMG submental,0.0074319021,0.0076392853,-0.28453441,-0.588175,2.95023,2.956,3.0878,0.108996,ok,
SC4212E0-PSG@W#2,SC4212E0-PSG,W,2,14955.0,100,12000,EEG Fpz-Cz,EMG submental,0.0060467601,0.0069578632,-0.34470665,0.182613,2.87232,2.889,3.0206,0.125202,ok,
SC4212E0-PSG@W#3,SC4212E0-PSG,W,3,15075.0,100,12000,EEG Fpz-Cz,EMG submental,0.0035068741,0.0054615912,-0.89428032,0.369175,2.9343,2.938,3.0706,0.10948,ok,
SC4212E0-PSG@W#4,SC4212E0-PSG,W,4,15195.0,100,12000,EEG Fpz-Cz,EMG submental,0.0049257753,0.0049627882,-0.23534429,-0.0402267,2.92397,2.966,3.0548,0.133326,ok,
SC4212E0-PSG@W#5,SC4212E0-PSG,W,5,15315.0,100,12000,EEG Fpz-Cz,EMG submental,0.0045969628,0.0050327957,0.012516559,0.269087,2.86047,2.848,3.0004,0.106872,ok,
SC4222E0-PSG@REM#0,SC4222E0-PSG,REM,0,46185.0,100,12000,EEG Fpz-Cz,EMG submental,0.00024447892,0.0008461951,-0.13892872,2.02425,0.983017,0.888,1.2164,0.390254,ok,
SC4222E0-PSG@REM#1,SC4222E0-PSG,REM,1,46305.0,100,12000,EEG Fpz-Cz,EMG submental,0.00023312235,0.00055069173,-0.14698002,2.12236,0.94885,0.886,1.2616,0.293,ok,
SC4222E0-PSG@REM#2,SC4222E0-PSG,REM,2,46425.0,100,12000,EEG Fpz-Cz,EMG submental,3.937438e-06,0.00028257979,0.022459871,2.44152,0.85295,0.814,1.0578,0.171872,ok,
SC4222E0-PSG@REM#3,SC4222E0-PSG,REM,3,46545.0,100,12000,EEG Fpz-Cz,EMG submental,0.00035083134,0.00049099919,-0.31076574,1.2777,1.0524,0.858,1.5268,0.592542,ok,
SC4222E0-PSG@REM#4,SC4222E0-PSG,REM,4,46665.0,100,12000,EEG Fpz-Cz,EMG submental,0.00031128785,0.00095406904,0.027108784,2.14317,0.996817,0.943,1.3046,0.285631,ok,
SC4222E0-PSG@REM#5,SC4222E0-PSG,REM,5,46785.0,100,12000,EEG Fpz-Cz,EMG submental,0.00040987259,0.00068273585,-0.075109216,2.78167,1.03098,0.973,1.3832,0.246133,ok,
SC4242E0-PSG@REM#0,SC4242E0-PSG,REM,0,33510.0,100,12000,EEG Fpz-Cz,EMG submental,0.00067985632,0.0011724825,-0.00091741014,1.69173,0.689467,0.539,1.1098,0.614318,ok,
SC4242E0-PSG@REM#1,SC4242E0-PSG,REM,1,33630.0,100,12000,EEG Fpz-Cz,EMG submental,0.0002915205,0.00061460088,-0.21037256,1.24183,0.554067,0.522,0.8358,0.21267,ok,
SC4242E0-PSG@REM#2,SC4242E0-PSG,REM,2,33750.0,100,12000,EEG Fpz-Cz,EMG submental,0.00029141061,0.0010832946,-0.096964272,1.29813,0.595,0.515,0.9106,0.452923,ok,
SC4242E0-PSG@REM#3,SC4242E0-PSG,REM,3,33870.0,100,12000,EEG Fpz-Cz,EMG submental,0.00015348604,0.00059857868,-0.21835769,1.47601,0.611633,0.545,1.022,0.300728,ok,
SC4242E0-PSG@REM#4,SC4242E0-PSG,REM,4,33990.0,100,12000,EEG Fpz-Cz,EMG submental,0.00042740783,0.00067484506,-0.35647017,1.5901,0.505183,0.461,0.8852,0.268283,ok,
SC4242E0-PSG@REM#5,SC4242E0-PSG,REM,5,34110.0,100,12000,EEG Fpz-Cz,EMG submental,0.00031563614,0.0006623146,-0.41478932,0.948561,0.543617,0.503,0.8466,0.224583,ok,
