recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,aperiodic_frontal,aperiodic_posterior,aperiodic_wholehead,n_frontal,n_posterior
S020@R02,eegmmidb_rest,S020,ok,,64,160,8800,1.569745774,1.454676992,1.524693666,16,17
S021@R01,eegmmidb_rest,S021,ok,,64,160,8800,2.268455374,1.972262375,2.070959391,16,17
S021@R02,eegmmidb_rest,S021,ok,,64,160,8800,1.30444826,1.277975091,1.229254389,16,17
S022@R01,eegmmidb_rest,S022,ok,,64,160,8800,1.907625233,1.585530925,1.715695046,16,17
S022@R02,eegmmidb_rest,S022,ok,,64,160,8800,1.303041907,1.386397395,1.35523612,16,17
S023@R01,eegmmidb_rest,S023,ok,,64,160,8800,1.221187791,1.368841778,1.298334861,16,17
S023@R02,eegmmidb_rest,S023,ok,,64,160,8800,1.491412522,1.410842379,1.40603879,16,17
S024@R01,eegmmidb_rest,S024,ok,,64,160,8800,-0.1661038139,0.9484618091,0.5198820759,16,17
S024@R02,eegmmidb_rest,S024,ok,,64,160,8800,0.6835212298,0.7691038644,0.7289769828,16,17
S025@R01,eegmmidb_rest,S025,ok,,64,160,8800,1.145939037,0.9851586412,1.126354622,16,17
S025@R02,eegmmidb_rest,S025,ok,,64,160,8800,1.237725611,0.9647729659,1.13270377,16,17
S026@R01,eegmmidb_rest,S026,ok,,64,160,8800,1.010936614,0.823647157,0.8858277783,16,17
S026@R02,eegmmidb_rest,S026,ok,,64,160,8800,1.029266423,0.84365492,0.8607712959,16,17
S027@R01,eegmmidb_rest,S027,ok,,64,160,8800,0.5871253938,0.8106013797,0.8686253653,16,17
S027@R02,eegmmidb_rest,S027,ok,,64,160,8800,1.350816363,1.368445001,1.353517371,16,17
S028@R01,eegmmidb_rest,S028,ok,,64,160,8800,1.88717799,1.587356301,1.65678751,16,17
S028@R02,eegmmidb_rest,S028,ok,,64,160,8800,1.587046637,1.664965725,1.576613812,16,17
S029@R01,eegmmidb_rest,S029,ok,,64,160,8800,1.522708159,1.321339976,1.392797726,16,17
S029@R02,eegmmidb_rest,S029,ok,,64,160,8800,1.050881849,1.331296129,1.146887201,16,17
S030@R01,eegmmidb_rest,S030,ok,,64,160,8800,1.817370503,1.467209074,1.547834122,16,17
S030@R02,eegmmidb_rest,S030,ok,,64,160,8800,1.322494836,1.258071574,1.265119105,16,17
S031@R01,eegmmidb_rest,S031,ok,,64,160,8800,1.524078332,1.18578732,1.189200874,16,17
S031@R02,eegmmidb_rest,S031,ok,,64,160,8800,1.501818124,1.60647085,1.503251278,16,17
S032@R01,eegmmidb_rest,S032,ok,,64,160,8800,1.13896933,1.035961555,1.067643744,16,17
S032@R02,eegmmidb_rest,S032,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S033@R01,eegmmidb_rest,S033,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S033@R02,eegmmidb_rest,S033,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S034@R01,eegmmidb_rest,S034,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S034@R02,eegmmidb_rest,S034,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S035@R01,eegmmidb_rest,S035,ok,,64,160,8800,1.103264166,1.080867627,1.037576989,16,17
S035@R02,eegmmidb_rest,S035,ok,,64,160,8800,1.721280236,1.603124795,1.633696172,16,17
S036@R01,eegmmidb_rest,S036,ok,,64,160,8800,1.940856896,1.356905198,1.569019495,16,17
S036@R02,eegmmidb_rest,S036,ok,,64,160,8800,1.510145498,1.252515909,1.325705992,16,17
S037@R01,eegmmidb_rest,S037,ok,,64,160,8800,1.212047459,1.067742548,1.08289995,16,17
S037@R02,eegmmidb_rest,S037,ok,,64,160,8800,0.6640994047,0.8053925494,0.7323120415,16,17
S038@R01,eegmmidb_rest,S038,ok,,64,160,8800,1.375597464,1.444726423,1.439324573,16,17
S038@R02,eegmmidb_rest,S038,ok,,64,160,8800,1.656497569,1.360451082,1.492190194,16,17
S039@R01,eegmmidb_rest,S039,ok,,64,160,8800,1.871470786,1.688314851,1.712790088,16,17
S039@R02,eegmmidb_rest,S039,ok,,64,160,8800,1.57002988,1.542500754,1.561345598,16,17
S040@R01,eegmmidb_rest,S040,ok,,64,160,8800,1.314255411,1.12352201,1.266859884,16,17
S040@R02,eegmmidb_rest,S040,ok,,64,160,8800,1.271954468,1.123338786,1.250257772,16,17
S041@R01,eegmmidb_rest,S041,ok,,64,160,8800,1.971891319,1.450661527,1.64699623,16,17
S041@R02,eegmmidb_rest,S041,ok,,64,160,8800,1.365556836,1.249941192,1.299817234,16,17
S042@R01,eegmmidb_rest,S042,ok,,64,160,8800,1.799087164,1.438765545,1.563154771,16,17
S042@R02,eegmmidb_rest,S042,ok,,64,160,8800,1.644789314,1.340735133,1.471898909,16,17
S043@R01,eegmmidb_rest,S043,ok,,64,160,8800,2.047456648,1.561631953,1.751958591,16,17
S043@R02,eegmmidb_rest,S043,ok,,64,160,8800,1.383715914,1.49144173,1.45995375,16,17
S044@R01,eegmmidb_rest,S044,ok,,64,160,8800,1.255087661,1.501316241,1.46333614,16,17
S044@R02,eegmmidb_rest,S044,ok,,64,160,8800,1.4849715,1.507574353,1.513842564,16,17
S045@R01,eegmmidb_rest,S045,ok,,64,160,8800,1.761408142,1.326288146,1.451915435,16,17
S045@R02,eegmmidb_rest,S045,ok,,64,160,8800,1.084871295,1.365666861,1.227093435,16,17
S046@R01,eegmmidb_rest,S046,ok,,64,160,8800,1.688142917,1.298528837,1.38779546,16,17
S046@R02,eegmmidb_rest,S046,ok,,64,160,8800,1.322582846,1.337632158,1.312773364,16,17
S047@R01,eegmmidb_rest,S047,ok,,64,160,8800,1.720546746,1.40051173,1.546742911,16,17
S047@R02,eegmmidb_rest,S047,ok,,64,160,8800,1.224334936,1.115681257,1.151417541,16,17
S048@R01,eegmmidb_rest,S048,ok,,64,160,8800,1.237548801,1.110014844,1.17764266,16,17
S048@R02,eegmmidb_rest,S048,ok,,64,160,8800,1.171898842,1.10503294,1.135509459,16,17
S049@R01,eegmmidb_rest,S049,ok,,64,160,8800,1.498244147,1.489005285,1.470929994,16,17
S049@R02,eegmmidb_rest,S049,ok,,64,160,8800,1.11350978,1.535323983,1.397245995,16,17
S050@R01,eegmmidb_rest,S050,ok,,64,160,8800,1.084241182,0.9739416591,1.064242801,16,17
S050@R02,eegmmidb_rest,S050,ok,,64,160,8800,1.421105535,1.133070347,1.248720073,16,17
S051@R01,eegmmidb_rest,S051,ok,,64,160,8800,1.464603754,1.237728164,1.231871181,16,17
S051@R02,eegmmidb_rest,S051,ok,,64,160,8800,0.8824222177,1.214277403,1.06634203,16,17
S052@R01,eegmmidb_rest,S052,ok,,64,160,8800,1.92524447,1.522194566,1.636793629,16,17
S052@R02,eegmmidb_rest,S052,ok,,64,160,8800,1.744781795,1.815784776,1.762692813,16,17
S053@R01,eegmmidb_rest,S053,ok,,64,160,8800,0.9023250513,1.199952669,1.130119055,16,17
S053@R02,eegmmidb_rest,S053,ok,,64,160,8800,0.6686879799,1.051996704,0.9402223333,16,17
S054@R01,eegmmidb_rest,S054,ok,,64,160,8800,2.035311343,1.463763549,1.787339259,16,17
S054@R02,eegmmidb_rest,S054,ok,,64,160,8800,1.784083954,1.491969521,1.648779165,16,17
S055@R01,eegmmidb_rest,S055,ok,,64,160,8800,2.231856338,1.68881646,1.888226346,16,17
S055@R02,eegmmidb_rest,S055,ok,,64,160,8800,1.766831577,1.407176094,1.556732518,16,17
S056@R01,eegmmidb_rest,S056,ok,,64,160,8800,1.145692512,1.399816718,1.234559979,16,17
S056@R02,eegmmidb_rest,S056,ok,,64,160,8800,1.187157653,1.389462059,1.261418712,16,17
S057@R01,eegmmidb_rest,S057,ok,,64,160,8800,1.252340467,1.306768373,1.293254796,16,17
S057@R02,eegmmidb_rest,S057,ok,,64,160,8800,1.319043998,1.296956066,1.302525036,16,17
S058@R01,eegmmidb_rest,S058,ok,,64,160,8800,-0.8797716374,0.06870619594,-0.2975375973,16,17
S058@R02,eegmmidb_rest,S058,ok,,64,160,8800,0.3519245975,0.6417338613,0.5127785362,16,17
S059@R01,eegmmidb_rest,S059,ok,,64,160,8800,1.523427582,1.513529763,1.474445607,16,17
S059@R02,eegmmidb_rest,S059,ok,,64,160,8800,1.247467919,1.436959534,1.361562738,16,17
S060@R01,eegmmidb_rest,S060,ok,,64,160,8800,1.513978425,1.185649999,1.346026952,16,17
S060@R02,eegmmidb_rest,S060,ok,,64,160,8800,1.381798741,1.143501606,1.254878003,16,17
S061@R01,eegmmidb_rest,S061,ok,,64,160,8800,1.676557576,1.155551776,1.463136955,16,17
S061@R02,eegmmidb_rest,S061,ok,,64,160,8800,1.313595542,1.089847388,1.24234482,16,17
S062@R01,eegmmidb_rest,S062,ok,,64,160,8800,2.099181221,1.454955539,1.662303645,16,17
S062@R02,eegmmidb_rest,S062,ok,,64,160,8800,1.480751917,1.314711997,1.377899911,16,17
S063@R01,eegmmidb_rest,S063,ok,,64,160,8800,0.5439600873,0.8951843029,0.5585096993,16,17
S063@R02,eegmmidb_rest,S063,ok,,64,160,8800,0.7618308584,0.9580495308,0.7172494033,16,17
S064@R01,eegmmidb_rest,S064,ok,,64,160,8800,1.898841603,1.640389877,1.714193905,16,17
S064@R02,eegmmidb_rest,S064,ok,,64,160,8800,1.765440444,1.635047272,1.652712794,16,17
S065@R01,eegmmidb_rest,S065,ok,,64,160,8800,1.604634014,1.4836141,1.483572052,16,17
S065@R02,eegmmidb_rest,S065,ok,,64,160,8800,1.308866512,1.440389716,1.377792868,16,17
S066@R01,eegmmidb_rest,S066,ok,,64,160,8800,2.297156632,1.897362095,2.039194979,16,17
S066@R02,eegmmidb_rest,S066,ok,,64,160,8800,1.943868606,1.936778087,1.932678791,16,17
S067@R01,eegmmidb_rest,S067,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S067@R02,eegmmidb_rest,S067,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S068@R01,eegmmidb_rest,S068,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S068@R02,eegmmidb_rest,S068,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S069@R01,eegmmidb_rest,S069,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S069@R02,eegmmidb_rest,S069,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S070@R01,eegmmidb_rest,S070,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S070@R02,eegmmidb_rest,S070,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S071@R01,eegmmidb_rest,S071,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
S071@R02,eegmmidb_rest,S071,ok,,64,160,8800,-0.5789492626,1.036958664,0.3344759806,16,17
