recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,lempel_ziv,relative_alpha_power,relative_delta_power,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
lxx,figshare_23552964,lxx,ok,,62,250,30000,0.3588339491,0.316994401,0.3234472756,27.26505813,0.8355716389,1.578649908,1.250209913,0.03471914098
lyf,figshare_23552964,lyf,ok,,62,250,30000,0.1306158245,0.04356549232,0.7825765397,9.255766341,0.5594144834,2.962476782,2.073932381,0.05592170188
lyz,figshare_23552964,lyz,ok,,62,250,30000,0.1249962429,0.03233181186,0.8330110988,7.721179193,0.5316809604,3.584894769,2.526421405,0.008820926049
lyz118,figshare_23552964,lyz118,ok,,62,250,30000,0.2659469998,0.06617118445,0.6369242698,18.41759295,0.6817922101,2.171924124,1.642340229,0.02179695805
mhx,figshare_23552964,mhx,ok,,62,250,30000,0.1740553112,0.117821745,0.6374283805,13.76614095,0.6595115708,2.77377237,2.000403152,0.03156392478
nmh,figshare_23552964,nmh,ok,,62,250,30000,0.1776358221,0.05594532565,0.5423278794,9.043714801,0.6574366524,3.039673992,2.136283884,0.01731209375
pjq,figshare_23552964,pjq,ok,,62,250,30000,0.2144361919,0.03400556677,0.6000565731,8.365691554,0.6334973396,3.052029804,2.138775998,0.02420969621
sgp,figshare_23552964,sgp,ok,,62,250,30000,0.192601144,0.07009027451,0.6858710016,21.67991142,0.6539953724,2.502141712,1.674123442,0.006514252892
ssy,figshare_23552964,ssy,error,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/uce_data/figshare_doc/ssy.dat',,,,,,,,,,,
swm,figshare_23552964,swm,ok,,62,250,30000,0.4748607087,0.3215204171,0.1603839866,31.42821868,0.9068003864,1.186184735,0.854557306,0.03636694456
syb,figshare_23552964,syb,ok,,62,250,30000,0.1849728351,0.03174930472,0.8129457196,17.74458076,0.5951565187,1.729437359,1.231561828,0.007478611636
szr-,figshare_23552964,szr-,ok,,62,250,30000,0.1314654372,0.01764643604,0.8242690731,6.519508718,0.5271325004,3.221807689,2.291182356,0.01195281865
szr_,figshare_23552964,szr_,ok,,62,250,30000,0.150642411,0.03140460654,0.7926087205,8.904366387,0.5440680523,3.037851157,2.093333567,0.003999167863
tgy,figshare_23552964,tgy,ok,,62,250,30000,0.1761307938,0.03403840448,0.7396189443,8.028305504,0.5938535277,3.128256501,2.212404734,0.003640985311
wcm,figshare_23552964,wcm,ok,,62,250,30000,0.45135071,0.1092761809,0.3021347673,33.6572592,0.8747897141,1.444276471,1.050325871,0.06387234101
wcs,figshare_23552964,wcs,ok,,62,250,30000,0.4466596338,0.1604333456,0.2234755231,36.03573966,0.9325026623,0.6697130031,0.4315666908,0.02121037709
wfx,figshare_23552964,wfx,ok,,62,250,30000,0.3664986699,0.1163049147,0.4172318976,34.91313879,0.8456884069,1.183935504,0.8433222874,0.007163677943
wjl,figshare_23552964,wjl,ok,,62,250,30000,0.4585784871,0.4306810516,0.1940933667,20.77405122,0.8197451225,1.964489966,1.440493061,0.06740162187
wsc,figshare_23552964,wsc,ok,,62,250,30000,0.6376586508,0.1306635381,0.2581707852,41.38806908,0.9192450981,0.4565340876,0.3539387089,0.009255504348
wsr,figshare_23552964,wsr,ok,,62,250,30000,0.6671341449,0.1217450435,0.3352419717,38.06655136,0.8804089126,1.076569947,0.8082847565,0.01356525089
wss,figshare_23552964,wss,ok,,62,250,30000,0.435019939,0.156472713,0.3407777994,28.30131114,0.8632596351,1.856746204,1.296399734,0.01907656276
wxf,figshare_23552964,wxf,ok,,62,250,30000,0.5227363878,0.09505846031,0.3997425063,38.90459621,0.8627394993,0.8042252992,0.593556335,0.01183233616
wxk,figshare_23552964,wxk,ok,,62,250,30000,0.4578623849,0.1672320656,0.1934146674,35.47195978,0.9324949957,0.5791420888,0.5241878953,0.03770838088
wy,figshare_23552964,wy,ok,,62,250,30000,0.1973407694,0.05890593634,0.7099630538,16.29455228,0.6367863565,2.175212131,1.53369143,0.0973296089
wzb,figshare_23552964,wzb,ok,,62,250,30000,0.2622997336,0.1912181967,0.3513392457,19.14305602,0.7454035175,2.257124923,1.523335777,0.1637029289
wzl,figshare_23552964,wzl,ok,,62,250,30000,0.5316451844,0.1191355943,0.1602315282,37.62090483,0.9616363147,0.1626427671,0.1854756267,0.008099873691
wzn,figshare_23552964,wzn,ok,,62,250,30000,0.1631984738,0.04495731573,0.7073514257,9.941663889,0.6341675171,3.032543803,2.168201836,0.01025962951
xal,figshare_23552964,xal,ok,,62,250,30000,0.1780120792,0.04158199187,0.6735085199,8.368471129,0.6290047396,3.24069903,2.304667242,0.03285811315
xgc,figshare_23552964,xgc,ok,,62,250,30000,0.1611411972,0.04877295562,0.6077933327,8.381850799,0.6288900595,3.576660563,2.487413758,0.05815282647
xl,figshare_23552964,xl,ok,,62,250,30000,0.535680845,0.2160896789,0.1660650821,31.8851639,0.9283055932,1.146199674,0.7738482946,0.02088514842
xyd,figshare_23552964,xyd,ok,,62,250,30000,0.4946020681,0.317152553,0.1919319916,34.51699302,0.9128179669,0.6038444685,0.4304383772,0.09520511415
xyy,figshare_23552964,xyy,ok,,62,250,30000,0.2182351747,0.07676974891,0.5662002475,11.80632251,0.6806685468,2.821683512,1.972066062,0.09457194576
xzx,figshare_23552964,xzx,ok,,62,250,30000,0.5092457509,0.2623176296,0.1443150998,34.26332319,0.9204729017,0.818253077,0.6465640448,0.01214947464
xzy,figshare_23552964,xzy,ok,,62,250,30000,0.554008206,0.1199462302,0.2971961902,40.93550402,0.9160856096,0.8106478137,0.6148899529,0.02836913569
yaq,figshare_23552964,yaq,ok,,62,250,30000,0.2153586286,0.1233568527,0.5549274585,27.48131518,0.7160737456,1.842208286,1.379520475,0.1419364407
ydy,figshare_23552964,ydy,ok,,62,250,30000,0.6316324689,0.2600116832,0.1878505839,37.27417438,0.8968320549,1.003312544,0.7810216419,0.01865717304
ygy,figshare_23552964,ygy,ok,,62,250,30000,0.1355860591,0.04824656154,0.6719329576,9.146210474,0.6122609916,3.12448506,2.198923946,0.02130073303
yje,figshare_23552964,yje,ok,,62,250,30000,0.2030756556,0.0122210462,0.809470987,5.850451008,0.5653476052,1.950485194,1.558667192,0.01683363673
yw,figshare_23552964,yw,ok,,62,250,30000,0.2087073744,0.1180205516,0.6627502892,18.63407483,0.6398018496,2.162190633,1.479637853,0.1313854064
yxp,figshare_23552964,yxp,ok,,62,250,30000,0.2107161017,0.04155357374,0.5581347551,22.16212291,0.698236239,1.834402141,1.583604213,0.01063869031
yym,figshare_23552964,yym,ok,,62,250,30000,0.5757279493,0.2502001687,0.3918200727,32.65080483,0.8332265276,1.362711094,1.065814208,0.02473129955
zbj,figshare_23552964,zbj,ok,,62,250,30000,0.218283724,0.06075735228,0.6599594758,16.9505395,0.6833438073,2.243616191,1.580976049,0.0190970163
zcg,figshare_23552964,zcg,ok,,62,250,30000,0.1421948327,0.05229639867,0.8567240512,9.703236245,0.4961557655,3.021216859,2.127044943,0.009558968126
zcy,figshare_23552964,zcy,ok,,62,250,30000,0.1389784415,0.03175346595,0.7716354978,8.1224602,0.591595196,3.014182827,2.009726383,0.06096907802
zff,figshare_23552964,zff,ok,,62,250,30000,0.5748479932,0.4443278746,0.129856551,38.65423556,0.8642430428,0.4441920565,0.3958231265,0.2023610016
zgl,figshare_23552964,zgl,ok,,62,250,30000,0.2653279962,0.0927632257,0.5483140057,17.02626903,0.7191339202,2.15425328,1.635671654,0.06967603712
zgp,figshare_23552964,zgp,ok,,62,250,30000,0.3265061836,0.0336393807,0.5376824082,35.68489049,0.7678475886,-0.03955951167,0.1077074712,0.0241452828
zgs,figshare_23552964,zgs,ok,,62,250,30000,0.330778522,0.07608646194,0.583227188,34.13204653,0.7307306277,0.6013297974,0.3811594437,0.005113037473
zhq,figshare_23552964,zhq,ok,,62,250,30000,0.155084672,0.02354504061,0.8802607838,7.322398751,0.4338207206,3.107833428,2.215409889,0.008782220916
zjz,figshare_23552964,zjz,ok,,62,250,30000,0.4310328277,0.4773834599,0.08873443149,17.31715064,0.7307724969,1.692756983,1.254894247,0.06779133985
zly,figshare_23552964,zly,ok,,62,250,30000,0.2556181361,0.05512152675,0.2413852807,9.306777658,0.6756734782,2.733486361,1.962203815,0.01556949694
zsh,figshare_23552964,zsh,ok,,62,250,30000,0.2869931216,0.1061969946,0.481509638,13.43807941,0.7233932203,2.012522543,1.481472601,0.1024077461
zwd,figshare_23552964,zwd,ok,,62,250,30000,0.256194659,0.1065295083,0.4665909118,20.41761792,0.7433438797,2.048094539,1.385777579,0.05734529062
zxm,figshare_23552964,zxm,ok,,62,250,30000,0.2257056983,0.1270381392,0.6058085373,18.32880867,0.6929906795,2.498725998,1.719694716,0.04847434358
zyl,figshare_23552964,zyl,ok,,62,250,30000,0.2539492539,0.07781693874,0.5431150408,33.50300264,0.7533830295,2.293577506,1.50701168,0.01760830651
zym,figshare_23552964,zym,ok,,62,250,30000,0.2139506989,0.07377084268,0.5341584785,26.49399906,0.7130930912,1.961852431,1.489237778,0.01327170818
zyx,figshare_23552964,zyx,ok,,62,250,30000,0.2199161942,0.05275654978,0.5967512857,15.23187138,0.6435409612,2.377166588,1.685811607,0.00695131351
zzl,figshare_23552964,zzl,ok,,62,250,30000,0.1945734593,0.03643662118,0.7617220646,20.58385128,0.5932535742,1.666853591,1.210585629,0.007378496283
