recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,lempel_ziv,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4002E0-PSG@N2#0,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.7809744028,0.01269991813,0.2853912401,1.262866125,,1.428332947,2.26194072,0.4862472249,0.2230145142,0.0007549865444,0.06121457857,0.7194591981,0.7435019147,12.55161291,0.6430667619,,2.213104281,0.1314442515
SC4002E0-PSG@N2#1,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.7742582446,0.01378455207,0.2721314049,1.129826822,,1.47584207,2.222601955,0.4704680664,0.211851753,0.0004798896253,0.06213656169,0.7015470327,0.7529824058,12.8306406,0.6526921401,,2.228607132,0.1466338513
SC4002E0-PSG@N2#2,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.7818892762,0.01165200693,0.294446676,1.365415795,,1.544956087,2.36207549,0.454688908,0.2273216115,0.0005562146594,0.05791208635,0.7354496794,0.8084712544,12.50282212,0.6259228984,,2.316943795,0.105987625
SC4002E0-PSG@N3#0,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.8856478701,0.003716493802,0.07808893864,0.1798872411,,1.028904821,2.937991138,0.2744743088,0.3352159203,0.0003884889428,0.01820854354,0.8836909927,0.6922995824,6.043643694,0.4823579509,,2.849051715,0.02351886782
SC4002E0-PSG@N3#1,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.8969212498,0.003123285679,0.01098045185,0.01919928686,,1.112881439,2.962274925,0.2782114779,0.2839278482,0.001582730635,0.01505816704,0.9025216166,0.7182928466,5.740562115,0.4486001009,,2.92096004,0.04443789854
SC4002E0-PSG@N3#2,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.884707744,0.003575633476,0.07011319659,0.1582798169,,1.215869011,2.913205064,0.2873467802,0.3117056684,0.0005559525444,0.02136982964,0.8843477699,0.7237220054,6.206312145,0.4738731546,,2.865651687,0.07690856869
SC4002E0-PSG@REM#0,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.6558315048,0.05291724894,0.3993028777,2.932185627,,1.793312741,1.646615732,0.5651430171,0.1071005379,0.0002314666501,0.1457777453,0.4340372675,0.9130151847,22.40063695,0.7686378357,,1.718899088,-0.0006058758501
SC4002E0-PSG@REM#1,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.6713523538,0.08481052693,0.4908668735,8.701506002,,1.299129112,1.682152454,0.5651430171,0.09961394038,0.0005022411472,0.113101678,0.4713257605,0.935724474,31.02232887,0.7929710815,,1.645774668,-0.003867117537
SC4002E0-PSG@REM#2,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.6474468563,0.1007149832,0.4210239951,2.865974506,,1.402243758,1.601624011,0.6137262155,0.1281351479,0.0001229906747,0.1323317393,0.4317398584,0.870959165,35.43789041,0.8185844031,,1.406522126,-0.003013763138
SC4002E0-PSG@W#0,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.3919082169,0.2548960877,0.3588979976,0.861850359,,-0.1508767833,1.202004693,0.6701989931,-0.02549174636,0.0008855946803,0.07136069908,0.5619617361,0.585592091,38.5829895,0.7852802102,,0.4217310661,0.008748559261
SC4002E0-PSG@W#1,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.5379973783,0.09873883797,0.374801342,1.86421211,,0.5086442888,1.464125017,0.6162176616,0.06951176253,0.0005212689801,0.1352382457,0.5462903762,0.6220283983,36.08520304,0.764178011,,1.095879515,0.007356617452
SC4002E0-PSG@W#2,sleep_edfx_multiwindow,SC4002E0-PSG,ok,,2,100,12000,0.5500980814,0.09830790883,0.3062806132,1.058686217,,0.5019491844,1.403471931,0.6357339892,0.03110146679,0.0007255347665,0.1557164006,0.5482685541,0.624197082,35.91392083,0.7708629166,,0.9983125317,0.002720792979
SC4011E0-PSG@N2#0,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.7086051191,0.01164924998,0.3442345821,2.09425006,,2.987387666,2.001802362,0.4679766204,0.2066452831,0.0002756596165,0.04606175535,0.7632622406,0.7641103702,14.17219868,0.6020317226,,2.408014913,0.2562203196
SC4011E0-PSG@N2#1,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.7761652539,0.006487473032,0.3634573302,2.576885715,,3.096478837,2.307668672,0.4513669799,0.26273819,0.0004420173295,0.03066948658,0.8263092387,0.6986967472,9.348126373,0.6011376231,,2.531364493,0.2427284297
SC4011E0-PSG@N2#2,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.7514588558,0.009512184396,0.3670715231,2.631489014,,3.180527273,2.083318649,0.4414011956,0.2351189748,0.000364436432,0.04153420726,0.7787771884,0.7280966456,12.53905038,0.6227604413,,2.459682847,0.2882440373
SC4011E0-PSG@N3#0,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.9052666937,0.001802019157,-0.06147797325,-0.1425411038,,2.41478182,3.044565625,0.3085240718,0.3670031539,0.0002554841782,0.01244848155,0.9034587458,0.7740513736,5.645643056,0.4909207222,,3.070715716,0.1101866231
SC4011E0-PSG@N3#1,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.9189575216,0.001521514471,0.01376272917,0.02669820243,,2.289892337,3.090763086,0.2777962369,0.3584083314,0.0004913754506,0.009868884397,0.9144400081,0.7483183666,5.090069837,0.4810369968,,3.172282701,0.02122981893
SC4011E0-PSG@N3#2,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.9106497773,0.001563770472,0.1435194893,0.3995315647,,2.242435953,3.058861408,0.3097697948,0.3376806222,0.0006528152594,0.01107583022,0.9062407862,0.7691264041,5.241364831,0.4700575827,,3.086099812,0.08330098784
SC4011E0-PSG@REM#0,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.741847038,0.0267637983,0.356151694,2.180050548,,2.405881304,2.15014699,0.4675613794,0.2152618971,0.0003386801941,0.06586375989,0.6916282934,0.7705711422,12.13758622,0.6542599286,,1.945078075,0.04944860734
SC4011E0-PSG@REM#1,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.701652929,0.03230550252,0.2892665255,1.203747708,,3.02098792,2.047817831,0.5119921676,0.190626606,0.0007057083193,0.06868902145,0.6674742647,0.9236955951,14.46078414,0.6658636599,,2.01525973,0.05181844281
SC4011E0-PSG@REM#2,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.7028234109,0.02812501762,0.3854056292,2.886305974,,2.443049189,2.142706692,0.4737899945,0.1707184417,0.0003010439021,0.08242533144,0.6897382704,0.8104475657,12.59457217,0.6544225919,,2.06273514,0.009381448505
SC4011E0-PSG@W#0,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.474635069,0.2689266068,0.3695634065,0.887505453,,0.03635601668,1.526216954,0.6369797122,0.04555318376,0.003140016244,0.0400803792,0.6801042338,0.6384019237,37.50999352,0.6971177519,,1.15511295,0.04208063402
SC4011E0-PSG@W#1,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.5307697029,0.2062286155,0.3827639447,1.269113574,,0.4114838041,1.760016589,0.560990607,0.08809973945,0.002036653249,0.03042369754,0.8086457565,0.5868256835,25.6024655,0.6031138585,,1.210675392,0.001978628371
SC4011E0-PSG@W#2,sleep_edfx_multiwindow,SC4011E0-PSG,ok,,2,100,12000,0.5197654217,0.2078277949,0.438511648,2.022933495,,0.1353525681,1.658019141,0.5987775391,0.02724730824,0.002038516246,0.03672133902,0.7546094213,0.574180933,30.89749085,0.6426679252,,1.075939732,0.006817997259
SC4012E0-PSG@N2#0,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.7916983481,0.007319935922,0.4162917269,4.722903356,,2.231083628,2.210596382,0.4484602928,0.2402472185,0.0009491657796,0.04308351363,0.7865731864,0.8975052607,10.98905519,0.6074845425,,2.548510707,0.2548494801
SC4012E0-PSG@N2#1,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.7447893331,0.009517759062,0.4199151946,4.893190525,,2.389127469,2.11356117,0.456349872,0.2112210874,0.0004063021177,0.04742900365,0.7687013016,0.8888407412,13.36463769,0.6184292768,,2.403887602,0.275632083
SC4012E0-PSG@N2#2,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.7615873324,0.009039464778,0.3248619826,1.783069479,,1.999623976,2.075606817,0.4704680664,0.2488971352,0.0004784332885,0.05301026501,0.7235821988,0.8857346911,14.14508525,0.6354524672,,2.414050257,0.2674965198
SC4012E0-PSG@N3#0,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.8944116234,0.002339056168,0.05131796009,0.1114777308,,1.512094055,2.853716129,0.3027106976,0.3365468666,0.0005673179915,0.01597718972,0.8781974879,0.8194350548,6.241510194,0.5025290742,,3.048987244,0.0740289068
SC4012E0-PSG@N3#1,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.8985205953,0.002071491791,0.1244432049,0.3276949105,,1.439408284,2.917661354,0.3002192516,0.3379416703,0.0007317730191,0.01339934458,0.8895642037,0.8254313219,6.098100825,0.4799257971,,3.102675764,0.07562127391
SC4012E0-PSG@N3#2,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.8926585991,0.002332604158,0.1424842113,0.3939920973,,1.408613146,2.858758261,0.2973125645,0.3410893668,0.0004747662326,0.01491316859,0.8805029648,0.8332609051,6.282708584,0.4908722441,,3.022216071,0.09794321252
SC4012E0-PSG@REM#0,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.6993407473,0.03136365896,0.3533178568,2.0795009,,2.218321641,2.073834812,0.4945520451,0.2088198143,0.0002928660915,0.07562121163,0.6649311514,0.9155687426,14.11188405,0.6567339208,,1.950278628,0.001756788541
SC4012E0-PSG@REM#1,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.6874775566,0.03032653865,0.3599957656,2.222324185,,1.786249401,2.180559473,0.4866624659,0.1577569376,0.0005812901134,0.07021117283,0.6473366187,0.8847671208,12.93238157,0.6680583,,1.769781539,0.07825518889
SC4012E0-PSG@REM#2,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.6907989906,0.03629793624,0.2497276233,0.8627430701,,1.54296591,2.078088637,0.5348304233,0.2301174069,0.0004373197231,0.07823873193,0.5964703424,0.896008765,15.17225834,0.7024248746,,1.603853839,0.1959624547
SC4012E0-PSG@W#0,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.594843278,0.1881852827,0.3290194256,0.8862713027,,0.2976117554,1.685706382,0.5717868733,0.0863359743,0.003065947371,0.04004360332,0.7359960191,0.6322682192,26.23323217,0.6652098584,,1.30766594,0.03806444489
SC4012E0-PSG@W#1,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.6054839549,0.1686988631,0.3230666525,0.9136354944,,0.07881684709,1.83574629,0.595870852,0.1550348079,0.005629861346,0.02691812744,0.7732344104,0.5764963306,15.61140702,0.6233935356,,1.274657305,0.06368235488
SC4012E0-PSG@W#2,sleep_edfx_multiwindow,SC4012E0-PSG,ok,,2,100,12000,0.5061918879,0.2043031403,0.3793274776,1.243922523,,-0.1715539655,1.71665119,0.629090133,0.004827962593,0.001893218834,0.04208442207,0.7393272509,0.6538022961,33.35391372,0.6456582955,,1.352617508,-0.002146261897
SC4021E0-PSG@N2#0,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.7358822525,0.01050427912,0.3910486347,3.378149345,,2.511729911,2.013204234,0.4526127029,0.2120070579,0.0006090599235,0.05441730995,0.726289046,0.8639857646,14.28275606,0.6302361082,,2.400205576,0.2096175007
SC4021E0-PSG@N2#1,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.7485609287,0.007222907389,0.4111433452,4.407269688,,2.319848891,2.144498101,0.45551939,0.2603931762,0.0006051455823,0.04398779965,0.768876695,0.6859930401,14.08655966,0.5911099941,,2.520250858,0.3503963354
SC4021E0-PSG@N2#2,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.7725779358,0.008471514314,0.4124261329,4.446052132,,2.148711299,2.176565124,0.419393422,0.2452054463,0.0009357611892,0.04845909426,0.8055948059,0.844686333,11.98410378,0.5520795504,,2.519857404,0.5276786661
SC4021E0-PSG@N3#0,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.9301848988,0.0007293735428,-0.0379542963,-0.08299882748,,1.623820221,3.329240008,0.2341959307,0.3473012199,0.0004854710782,0.0056657838,0.9423131843,0.7592775434,4.303709367,0.3898344534,,3.397072515,0.1828164377
SC4021E0-PSG@N3#1,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.9258741519,0.0008945152235,0.01884399396,0.03819894451,,1.917449697,3.284823631,0.2404245459,0.3579133441,0.0005273195204,0.007199479262,0.9380633314,0.7738424642,4.440572888,0.4193828034,,3.36102824,0.2804558653
SC4021E0-PSG@N3#2,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.9388574706,0.0007128773329,0.01605610145,0.03241720391,,1.843695595,3.416087531,0.2354416537,0.3565881375,0.0008525807323,0.005428019376,0.9473244001,0.7845168283,4.100476168,0.4162160511,,3.450137966,0.1690982364
SC4021E0-PSG@REM#0,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.6929483454,0.02721991484,0.26401737,1.003264621,,2.334614624,1.99261555,0.4982892142,0.1921919033,0.0005221663599,0.1127016014,0.5912564364,0.8957228033,13.76126204,0.7000113029,,1.893659793,0.1899368986
SC4021E0-PSG@REM#1,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.6922326113,0.02960655786,0.3071047691,1.407335519,,2.099518574,1.994040214,0.4729595125,0.1699284105,0.0003853923303,0.1154851954,0.5953792307,0.8891646294,13.97658698,0.6970793519,,1.849534533,0.07284759975
SC4021E0-PSG@REM#2,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.6724569265,0.04215961298,0.3442989713,1.828360889,,2.143880113,1.80655887,0.5124074086,0.1660270058,0.00070610625,0.1341887315,0.5507445575,0.9045771721,18.11563903,0.7303492067,,1.762921414,0.1540540217
SC4021E0-PSG@W#0,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.4228176926,0.3176907182,0.4738322489,1.702511186,,-0.1763752012,1.094218237,0.7021725511,0.06173712553,0.002589702835,0.09819098626,0.2145282215,0.9058031981,42.52617176,0.9599370511,,0.6028530093,0.03871392463
SC4021E0-PSG@W#1,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.3263863434,0.3311053814,0.4867619759,1.79656581,,-0.1408947263,0.9876166854,0.7760854512,-0.07690007851,0.001759398453,0.1010493145,0.1520198653,0.7669232535,42.94831479,0.9823003352,,0.5967394266,0.03264719352
SC4021E0-PSG@W#2,sleep_edfx_multiwindow,SC4021E0-PSG,ok,,2,100,12000,0.3530576879,0.3350892075,0.3890014467,0.7950539705,,-0.03621274962,0.9478867148,0.7457728573,-0.002351745265,0.001163507447,0.1068886526,0.1402062524,0.785581043,42.42301285,0.9848939827,,0.5666890501,0.0742832097
SC4022E0-PSG@N2#0,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.8398893028,0.005723530859,0.4011971266,3.918130882,,0.1731693322,2.629186233,0.3442347988,0.2764601899,0.0004567351095,0.02226561906,0.8555278373,0.7932529801,7.42587427,0.523311862,,2.928105185,0.246359316
SC4022E0-PSG@N2#1,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.8072010616,0.008175205157,0.3895656386,3.365974722,,-0.05541171557,2.436552571,0.3612596803,0.2423940367,0.0006062617729,0.02746255971,0.8151955455,0.7756770796,10.25128641,0.5700716162,,2.797411136,0.2993367516
SC4022E0-PSG@N2#2,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.8454524834,0.005752375036,0.3572043796,2.432373136,,-0.436326422,2.615700086,0.3346842556,0.2915363838,0.0009951130174,0.01882783589,0.8699264152,0.7193305494,7.238356082,0.507474926,,2.972931398,0.2212765016
SC4022E0-PSG@N3#0,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.909433045,0.001939144803,0.2348448583,0.8788183644,,-0.4640601256,3.180364958,0.2474836431,0.33953628,0.0003649077116,0.006480584226,0.9388532954,0.759707197,4.422499524,0.3952286612,,3.321136137,0.2041523635
SC4022E0-PSG@N3#1,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.9171377311,0.001615843441,0.2115555234,0.7285941374,,-0.5212688724,3.255045641,0.24623792,0.3109822162,0.0003755394312,0.005183790351,0.952320161,0.7246183677,3.92811533,0.3783542534,,3.372189909,0.1423177418
SC4022E0-PSG@N3#2,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.9327587556,0.001355225104,0.2009218379,0.6680245793,,-0.6631306033,3.369612116,0.243746474,0.3478415723,0.000573062948,0.004145682868,0.9563518684,0.7626134387,3.761516242,0.3877051645,,3.45487118,0.1251957695
SC4022E0-PSG@REM#0,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.7198651727,0.02758512873,0.3435018692,1.936155727,,0.8570207422,2.127798067,0.4023685405,0.2244774822,0.0008354712426,0.05257349455,0.7602212397,0.8332415317,11.93715793,0.5938024355,,2.138197012,0.06416607635
SC4022E0-PSG@REM#1,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.7478273715,0.02443031875,0.4121261749,3.995554733,,0.7936299773,2.273261362,0.4073514326,0.2095097481,0.0002903593053,0.04638166631,0.7407879738,0.9033686549,10.65458252,0.6231362286,,2.156549863,0.0222380012
SC4022E0-PSG@REM#2,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.7203055387,0.02990066261,0.3256672753,1.641546532,,0.6240503016,2.216879197,0.3828522129,0.2417855725,0.0004419245936,0.04232555913,0.7232402366,0.8057915331,11.56456857,0.617521294,,2.046722059,0.03717062929
SC4022E0-PSG@W#0,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.5342066275,0.1807113263,0.4922060595,4.094264079,,0.1039322415,1.905759771,0.5286018081,0.1097911105,0.004476188614,0.02057269686,0.8453115225,0.574633417,13.67601748,0.570451347,,1.282168775,0.03838663618
SC4022E0-PSG@W#1,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.5580016006,0.2343255183,0.4634906766,2.253681423,,-0.1894116323,1.893269201,0.5011959013,0.1848092195,0.004330031546,0.01633565724,0.8591152514,0.5928969087,20.77796851,0.5685270968,,1.038434521,0.01962805385
SC4022E0-PSG@W#2,sleep_edfx_multiwindow,SC4022E0-PSG,ok,,2,100,12000,0.6120040333,0.2103706231,0.4783179881,2.941125155,,-0.1520579737,1.911915143,0.4434774007,0.08214928897,0.002961905862,0.01480240192,0.8737386385,0.5763156186,14.02449439,0.5567036985,,1.139421666,0.003791164032
SC4031E0-PSG@N2#0,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.6637572224,0.01991414641,0.3816401456,2.896602027,,1.822881938,1.688233589,0.5892269958,0.1393374396,0.0007347318182,0.08646816423,0.5321609959,0.8094851733,14.64835173,0.7217795215,,2.08754953,0.1508557803
SC4031E0-PSG@N2#1,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.681178168,0.0192040589,0.2548251148,0.9625011968,,1.617286906,1.762289184,0.5726173554,0.1486376409,0.0003047464499,0.08668114212,0.5258225735,0.7767747269,14.42968244,0.7259724941,,2.018070117,0.2368287942
SC4031E0-PSG@N2#2,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.7013640501,0.0165109345,0.2482707575,0.9231900232,,1.784716314,1.887544563,0.5373218693,0.1764952762,0.0004580125881,0.07931692528,0.5703895079,0.7216244604,14.31859116,0.7132909209,,2.131586705,0.0859169221
SC4031E0-PSG@N3#0,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.8678949316,0.004366149591,0.05633461982,0.1214572898,,1.748804431,2.755872909,0.3388366657,0.3248375768,0.0007791731799,0.02210186391,0.853535095,0.7555809449,7.196715825,0.5280783617,,2.765285892,0.1432347279
SC4031E0-PSG@N3#1,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.8795894754,0.003744394811,0.09727598466,0.2358000007,,1.661669226,2.811723877,0.3118459999,0.294812854,0.0007296110766,0.01696283079,0.8790948884,0.733258559,6.313129609,0.4989198213,,2.796000118,0.09103543171
SC4031E0-PSG@N3#2,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.8694668598,0.003454362672,0.1173592844,0.3008370468,,1.798173509,2.786079115,0.3205660612,0.3737991916,0.000472445865,0.01905360415,0.8711030633,0.761707027,6.729333843,0.5192702639,,2.836377566,0.1382072884
SC4031E0-PSG@REM#0,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.6460768049,0.04444086976,0.2723430462,1.000981372,,2.420358755,1.857439593,0.526525603,0.1805440689,0.0001795333513,0.1341126961,0.5287726159,0.9132622123,15.94607345,0.727226229,,1.702350303,0.03915514502
SC4031E0-PSG@REM#1,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.5824033322,0.06018572862,0.278562697,0.9878331306,,2.695285608,1.636579671,0.5626515711,0.1759656961,0.0005021665085,0.1884784693,0.4784977197,0.9637525381,19.66411443,0.7481216488,,1.669014348,0.01378181274
SC4031E0-PSG@REM#2,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.5947856565,0.05803278173,0.2705292957,0.9343325424,,2.58837989,1.691790564,0.5883965138,0.1270700289,0.000600631723,0.1614013623,0.4880412288,0.8642983849,18.23841043,0.7455849368,,1.73904475,0.08651890162
SC4031E0-PSG@W#0,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.4521371333,0.225561056,0.4566271541,2.201980127,,-0.1026459096,1.231701133,0.7806531023,-0.01825487151,0.00108049417,0.1181323843,0.389019387,0.9591794107,40.12940336,0.8881164707,,0.6076683029,0.02371920316
SC4031E0-PSG@W#1,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.5397271653,0.1895519506,0.4317194659,2.066421586,,-0.1040894168,1.406882696,0.7436966522,0.01879876582,0.002008954173,0.1039860189,0.4724355747,0.9851974682,38.4999524,0.8423500923,,0.660776312,0.05130239302
SC4031E0-PSG@W#2,sleep_edfx_multiwindow,SC4031E0-PSG,ok,,2,100,12000,0.498098822,0.1938696878,0.4531870547,2.478314365,,0.08874232089,1.325358439,0.7565691236,0.01931476,0.002348632444,0.1043323259,0.4453327994,0.9709069679,39.03384072,0.8549279119,,0.6253166782,0.004563880196
