recording_id,subject,label,window_index,start_seconds,sfreq_eeg,n_samples,eeg_channel,emg_channel,irr3,irr4,incr_asym,exponent_high,emg_mean,emg_median,emg_p90,emg_sd,status,error
SC4002E0-PSG@REM#5,SC4002E0-PSG,REM,5,35370.0,100,12000,EEG Fpz-Cz,EMG submental,0.00024433012,0.00079911265,0.014913744,0.671428,0.7024,0.494,0.8194,0.919321,ok,
SC4002E0-PSG@W#0,SC4002E0-PSG,W,0,70245.0,100,12000,EEG Fpz-Cz,EMG submental,0.002337501,0.00416899,-0.48795334,0.0149576,4.31602,4.32,4.4234,0.09629,ok,
SC4002E0-PSG@W#1,SC4002E0-PSG,W,1,70365.0,100,12000,EEG Fpz-Cz,EMG submental,0.0051018488,0.0059445705,-0.57497072,-0.0964793,4.32087,4.331,4.4306,0.0962884,ok,
SC4002E0-PSG@W#2,SC4002E0-PSG,W,2,70485.0,100,12000,EEG Fpz-Cz,EMG submental,0.0010484574,0.0022165738,-0.5715832,-0.172083,4.29178,4.308,4.441,0.140083,ok,
SC4002E0-PSG@W#3,SC4002E0-PSG,W,3,70605.0,100,12000,EEG Fpz-Cz,EMG submental,0.00054069296,0.0012944506,-0.33635721,-0.122088,4.29395,4.294,4.3864,0.0857137,ok,
SC4002E0-PSG@W#4,SC4002E0-PSG,W,4,70725.0,100,12000,EEG Fpz-Cz,EMG submental,0.0012015119,0.0024116746,-0.63718436,-0.136456,4.26762,4.312,4.3964,0.333367,ok,
SC4002E0-PSG@W#5,SC4002E0-PSG,W,5,70845.0,100,12000,EEG Fpz-Cz,EMG submental,0.002650931,0.0037021295,-0.93007991,-0.170175,4.30453,4.313,4.4182,0.0986775,ok,
SC4011E0-PSG@N2#0,SC4011E0-PSG,N2,0,34590.0,100,12000,EEG Fpz-Cz,EMG submental,3.1262403e-05,0.00048032893,0.068067036,3.46483,1.86147,1.807,2.6066,0.524229,ok,
SC4011E0-PSG@N2#1,SC4011E0-PSG,N2,1,34710.0,100,12000,EEG Fpz-Cz,EMG submental,0.00025600002,0.00084137014,0.0093005146,3.28851,1.25558,1.31,1.6322,0.344672,ok,
SC4011E0-PSG@N2#2,SC4011E0-PSG,N2,2,34830.0,100,12000,EEG Fpz-Cz,EMG submental,0.00021159613,0.00056984332,0.058748568,3.05906,1.24547,0.966,2.6006,0.808697,ok,
SC4011E0-PSG@N2#3,SC4011E0-PSG,N2,3,34950.0,100,12000,EEG Fpz-Cz,EMG submental,5.1574357e-05,0.00044004961,-0.052431675,3.24779,0.658167,0.556,0.9872,0.491305,ok,
SC4011E0-PSG@N2#4,SC4011E0-PSG,N2,4,35070.0,100,12000,EEG Fpz-Cz,EMG submental,8.7849023e-05,0.00060856737,-0.083147069,3.21635,0.704283,0.605,1.1958,0.384168,ok,
SC4011E0-PSG@N2#5,SC4011E0-PSG,N2,5,35190.0,100,12000,EEG Fpz-Cz,EMG submental,0.00061263218,0.00089099534,-0.098562638,3.33898,0.341017,0.299,0.513,0.215379,ok,
SC4011E0-PSG@N3#0,SC4011E0-PSG,N3,0,24870.0,100,12000,EEG Fpz-Cz,EMG submental,0.00019170207,0.00050988961,0.00025646208,3.02492,0.514817,0.529,0.752,0.186962,ok,
SC4011E0-PSG@N3#1,SC4011E0-PSG,N3,1,24990.0,100,12000,EEG Fpz-Cz,EMG submental,0.00030545625,0.00066532304,0.0037281186,2.89899,0.525883,0.541,0.7564,0.188991,ok,
SC4011E0-PSG@N3#2,SC4011E0-PSG,N3,2,25110.0,100,12000,EEG Fpz-Cz,EMG submental,0.0009287155,0.001280223,-0.01065088,2.68511,0.56645,0.599,0.8124,0.224978,ok,
SC4011E0-PSG@N3#3,SC4011E0-PSG,N3,3,25230.0,100,12000,EEG Fpz-Cz,EMG submental,0.00016598295,0.00045241131,0.00036527223,2.5423,0.584833,0.576,0.8576,0.239404,ok,
SC4011E0-PSG@N3#4,SC4011E0-PSG,N3,4,25350.0,100,12000,EEG Fpz-Cz,EMG submental,7.8351331e-05,0.00027293001,-0.0096398582,3.01334,0.559083,0.536,0.8544,0.237826,ok,
SC4011E0-PSG@N3#5,SC4011E0-PSG,N3,5,25470.0,100,12000,EEG Fpz-Cz,EMG submental,0.00043185917,0.00089814127,-0.052153618,3.01641,0.54175,0.573,0.845,0.237571,ok,
SC4011E0-PSG@REM#0,SC4011E0-PSG,REM,0,29175.0,100,12000,EEG Fpz-Cz,EMG submental,0.00060780372,0.0008379078,-0.016485307,3.01783,0.3838,0.273,0.5776,0.449573,ok,
SC4011E0-PSG@REM#1,SC4011E0-PSG,REM,1,29295.0,100,12000,EEG Fpz-Cz,EMG submental,5.2789966e-05,0.00024735016,-0.013117202,2.9841,0.424617,0.284,0.682,0.495848,ok,
SC4011E0-PSG@REM#2,SC4011E0-PSG,REM,2,29415.0,100,12000,EEG Fpz-Cz,EMG submental,4.9373793e-05,0.0010020566,-0.00082718799,2.4876,0.26525,0.254,0.3582,0.0733803,ok,
SC4011E0-PSG@REM#3,SC4011E0-PSG,REM,3,29535.0,100,12000,EEG Fpz-Cz,EMG submental,6.1690782e-05,0.00038432406,0.014518642,2.80302,0.377017,0.287,0.4774,0.408017,ok,
SC4011E0-PSG@REM#4,SC4011E0-PSG,REM,4,29655.0,100,12000,EEG Fpz-Cz,EMG submental,0.00015720939,0.00037814998,0.07333226,2.69634,0.254833,0.249,0.3302,0.0621491,ok,
SC4011E0-PSG@REM#5,SC4011E0-PSG,REM,5,29775.0,100,12000,EEG Fpz-Cz,EMG submental,0.000583463,0.0011771739,-0.063396713,2.6496,0.304067,0.272,0.4088,0.191997,ok,
SC4011E0-PSG@W#0,SC4011E0-PSG,W,0,67185.0,100,12000,EEG Fpz-Cz,EMG submental,0.0040525289,0.0054341824,-0.34222486,0.795428,3.23042,3.237,3.2924,0.0515512,ok,
SC4011E0-PSG@W#1,SC4011E0-PSG,W,1,67305.0,100,12000,EEG Fpz-Cz,EMG submental,0.0016322437,0.0021966859,-0.72464166,0.718933,3.18367,3.184,3.2542,0.0568051,ok,
SC4011E0-PSG@W#2,SC4011E0-PSG,W,2,67425.0,100,12000,EEG Fpz-Cz,EMG submental,0.0026245438,0.0036326421,-0.93251488,0.862682,3.17223,3.189,3.274,0.115353,ok,
SC4011E0-PSG@W#3,SC4011E0-PSG,W,3,67545.0,100,12000,EEG Fpz-Cz,EMG submental,0.0030541049,0.0038886819,-0.52018752,0.85969,3.24148,3.242,3.3084,0.0549955,ok,
SC4011E0-PSG@W#4,SC4011E0-PSG,W,4,67665.0,100,12000,EEG Fpz-Cz,EMG submental,0.0020822068,0.0030971265,-1.2032801,0.604155,3.18508,3.186,3.2602,0.0622152,ok,
SC4011E0-PSG@W#5,SC4011E0-PSG,W,5,67785.0,100,12000,EEG Fpz-Cz,EMG submental,0.0032279241,0.0044413196,-0.89407955,0.821553,3.18852,3.191,3.258,0.0596967,ok,
SC4012E0-PSG@N2#0,SC4012E0-PSG,N2,0,38400.0,100,12000,EEG Fpz-Cz,EMG submental,2.8291097e-05,0.00060927307,-0.094118894,2.23976,3.62212,3.497,4.2868,0.492453,ok,
SC4012E0-PSG@N2#1,SC4012E0-PSG,N2,1,38520.0,100,12000,EEG Fpz-Cz,EMG submental,0.00020045957,0.0008137534,0.11854109,2.18434,3.5894,3.567,3.97,0.32946,ok,
SC4012E0-PSG@N2#2,SC4012E0-PSG,N2,2,38640.0,100,12000,EEG Fpz-Cz,EMG submental,0.00019939414,0.0003167112,-0.019757905,2.43025,3.67775,3.614,4.229,0.447944,ok,
SC4012E0-PSG@N2#3,SC4012E0-PSG,N2,3,38760.0,100,12000,EEG Fpz-Cz,EMG submental,0.00016576311,0.00039790693,-0.025466314,2.14955,3.85527,3.746,4.6302,0.502163,ok,
SC4012E0-PSG@N2#4,SC4012E0-PSG,N2,4,38880.0,100,12000,EEG Fpz-Cz,EMG submental,2.8557472e-05,0.00020324827,0.019604294,1.93937,3.39467,3.372,3.8112,0.319047,ok,
SC4012E0-PSG@N2#5,SC4012E0-PSG,N2,5,39000.0,100,12000,EEG Fpz-Cz,EMG submental,0.00059735902,0.0010026549,-0.059127668,1.45914,3.19837,3.162,3.536,0.271068,ok,
SC4012E0-PSG@N3#0,SC4012E0-PSG,N3,0,28530.0,100,12000,EEG Fpz-Cz,EMG submental,1.7796502e-05,0.00052242231,-0.057777349,1.78392,1.87067,1.859,2.2188,0.285533,ok,
SC4012E0-PSG@N3#1,SC4012E0-PSG,N3,1,28650.0,100,12000,EEG Fpz-Cz,EMG submental,0.00059228046,0.00088137352,-0.14692644,1.61663,1.7079,1.694,2.001,0.227662,ok,
SC4012E0-PSG@N3#2,SC4012E0-PSG,N3,2,28770.0,100,12000,EEG Fpz-Cz,EMG submental,0.00017277539,0.0011534521,-0.024862297,1.63131,1.30982,1.213,1.8384,0.366976,ok,
SC4012E0-PSG@N3#3,SC4012E0-PSG,N3,3,28890.0,100,12000,EEG Fpz-Cz,EMG submental,0.00029943868,0.00047056946,-0.13088232,1.67341,1.12172,1.099,1.3922,0.186962,ok,
SC4012E0-PSG@N3#4,SC4012E0-PSG,N3,4,29010.0,100,12000,EEG Fpz-Cz,EMG submental,0.00048392799,0.00060330573,-0.10208224,1.68455,1.10577,1.094,1.395,0.207696,ok,
SC4012E0-PSG@N3#5,SC4012E0-PSG,N3,5,29130.0,100,12000,EEG Fpz-Cz,EMG submental,0.00024676816,0.00045150179,-0.086106553,1.70921,1.08152,1.081,1.3066,0.169736,ok,
SC4012E0-PSG@REM#0,SC4012E0-PSG,REM,0,47355.0,100,12000,EEG Fpz-Cz,EMG submental,9.804826e-05,0.00047123638,-0.033202179,1.61955,3.40483,3.396,3.6522,0.203618,ok,
SC4012E0-PSG@REM#1,SC4012E0-PSG,REM,1,47475.0,100,12000,EEG Fpz-Cz,EMG submental,0.00021297527,0.0002629093,-0.072954453,1.64028,3.38498,3.353,3.6306,0.21939,ok,
SC4012E0-PSG@REM#2,SC4012E0-PSG,REM,2,47595.0,100,12000,EEG Fpz-Cz,EMG submental,0.00014607013,0.00060569572,-0.12210079,2.50087,3.31482,3.314,3.6096,0.235221,ok,
SC4012E0-PSG@REM#3,SC4012E0-PSG,REM,3,47715.0,100,12000,EEG Fpz-Cz,EMG submental,0.00014820039,0.00039348598,-0.015175327,1.85848,3.3631,3.336,3.6058,0.197414,ok,
SC4012E0-PSG@REM#4,SC4012E0-PSG,REM,4,47835.0,100,12000,EEG Fpz-Cz,EMG submental,0.00017157911,0.00060026517,-0.067717441,1.75949,3.33133,3.312,3.6142,0.243557,ok,
SC4012E0-PSG@REM#5,SC4012E0-PSG,REM,5,47955.0,100,12000,EEG Fpz-Cz,EMG submental,0.0009625004,0.0013960811,-0.1607809,1.8571,3.3453,3.312,3.5942,0.333434,ok,
SC4012E0-PSG@W#0,SC4012E0-PSG,W,0,67995.0,100,12000,EEG Fpz-Cz,EMG submental,0.0017347924,0.0036057564,-0.41089558,-0.28756,4.87197,4.861,4.988,0.0825905,ok,
SC4012E0-PSG@W#1,SC4012E0-PSG,W,1,68115.0,100,12000,EEG Fpz-Cz,EMG submental,0.00303437,0.0049261658,-0.83030803,0.627104,4.88378,4.881,4.985,0.0926019,ok,
SC4012E0-PSG@W#2,SC4012E0-PSG,W,2,68235.0,100,12000,EEG Fpz-Cz,EMG submental,0.0074729082,0.011832829,-0.67224072,0.141321,4.87937,4.888,5.0162,0.107333,ok,
SC4012E0-PSG@W#3,SC4012E0-PSG,W,3,68355.0,100,12000,EEG Fpz-Cz,EMG submental,0.0023681712,0.0042592767,-0.58247451,0.314641,4.84183,4.858,4.9764,0.20599,ok,
SC4012E0-PSG@W#4,SC4012E0-PSG,W,4,68475.0,100,12000,EEG Fpz-Cz,EMG submental,0.003305235,0.0046482111,-0.51582126,0.263603,4.78338,4.78,4.9188,0.0873727,ok,
SC4012E0-PSG@W#5,SC4012E0-PSG,W,5,68595.0,100,12000,EEG Fpz-Cz,EMG submental,0.0056893295,0.010479954,-0.46652489,0.506887,4.81068,4.8,4.9244,0.0893154,ok,
SC4021E0-PSG@N2#0,SC4021E0-PSG,N2,0,37155.0,100,12000,EEG Fpz-Cz,EMG submental,3.5330848e-05,0.00040671859,0.046770534,2.6192,1.7358,1.714,1.9526,0.183648,ok,
SC4021E0-PSG@N2#1,SC4021E0-PSG,N2,1,37275.0,100,12000,EEG Fpz-Cz,EMG submental,0.00034063051,0.00053534743,0.022534299,2.46512,1.74295,1.75,1.9512,0.174084,ok,
SC4021E0-PSG@N2#2,SC4021E0-PSG,N2,2,37395.0,100,12000,EEG Fpz-Cz,EMG submental,7.5995522e-06,0.00048768363,-0.0084143216,2.44954,1.71353,1.708,1.9466,0.164629,ok,
SC4021E0-PSG@N2#3,SC4021E0-PSG,N2,3,37515.0,100,12000,EEG Fpz-Cz,EMG submental,0.00013850097,0.0007023976,-0.0072885294,2.65687,1.81728,1.832,2.04,0.174566,ok,
SC4021E0-PSG@N2#4,SC4021E0-PSG,N2,4,37635.0,100,12000,EEG Fpz-Cz,EMG submental,0.00017763757,0.0009747722,0.058989672,2.30516,3.29118,3.432,3.5484,0.457172,ok,
SC4021E0-PSG@N2#5,SC4021E0-PSG,N2,5,37755.0,100,12000,EEG Fpz-Cz,EMG submental,7.7439862e-05,0.00051288283,-0.028005112,2.33432,3.39605,3.412,3.5024,0.100959,ok,
SC4021E0-PSG@REM#0,SC4021E0-PSG,REM,0,45405.0,100,12000,EEG Fpz-Cz,EMG submental,0.00028400779,0.00075241687,0.087094375,2.07189,0.4406,0.366,0.5938,0.318582,ok,
SC4021E0-PSG@REM#1,SC4021E0-PSG,REM,1,45525.0,100,12000,EEG Fpz-Cz,EMG submental,0.00087741039,0.002272704,-0.18217973,1.94353,0.396,0.361,0.519,0.269306,ok,
SC4021E0-PSG@REM#2,SC4021E0-PSG,REM,2,45645.0,100,12000,EEG Fpz-Cz,EMG submental,0.00053799145,0.00096748959,0.064974764,2.35216,0.386667,0.367,0.5304,0.127725,ok,
SC4021E0-PSG@REM#3,SC4021E0-PSG,REM,3,45765.0,100,12000,EEG Fpz-Cz,EMG submental,8.7378611e-05,0.00039247243,0.10261511,1.78744,0.61915,0.37,0.7074,0.832973,ok,
SC4021E0-PSG@REM#4,SC4021E0-PSG,REM,4,45885.0,100,12000,EEG Fpz-Cz,EMG submental,4.5437927e-05,0.00033439049,-0.018051679,2.38724,0.567983,0.418,1.0294,0.482587,ok,
SC4021E0-PSG@REM#5,SC4021E0-PSG,REM,5,46005.0,100,12000,EEG Fpz-Cz,EMG submental,0.00015250628,0.00065238965,-0.085967955,2.52223,0.726367,0.409,2.042,0.83211,ok,
SC4021E0-PSG@W,SC4021E0-PSG,W,,,,,,,,,,,,,,,error,HTTPError: HTTP Error 502: Bad Gateway
SC4022E0-PSG@N3,SC4022E0-PSG,N3,,,,,,,,,,,,,,,error,HTTPError: HTTP Error 502: Bad Gateway
SC4022E0-PSG@REM,SC4022E0-PSG,REM,,,,,,,,,,,,,,,error,HTTPError: HTTP Error 502: Bad Gateway
SC4022E0-PSG@W,SC4022E0-PSG,W,,,,,,,,,,,,,,,error,HTTPError: HTTP Error 502: Bad Gateway
SC4031E0-PSG@N2#0,SC4031E0-PSG,N2,0,47175.0,100,12000,EEG Fpz-Cz,EMG submental,0.00032457794,0.00059567358,-0.065385064,0.796589,0.71065,0.707,0.8442,0.103073,ok,
SC4031E0-PSG@N2#1,SC4031E0-PSG,N2,1,47295.0,100,12000,EEG Fpz-Cz,EMG submental,2.9640031e-05,0.00060911658,0.035178621,1.26157,0.824833,0.728,0.928,0.405506,ok,
SC4031E0-PSG@N2#2,SC4031E0-PSG,N2,2,47415.0,100,12000,EEG Fpz-Cz,EMG submental,0.00042630793,0.0010147635,0.001019141,0.986438,0.74805,0.728,0.8572,0.135317,ok,
SC4031E0-PSG@N2#3,SC4031E0-PSG,N2,3,47535.0,100,12000,EEG Fpz-Cz,EMG submental,0.00014277017,0.001089355,-0.0099263767,0.633759,0.716833,0.716,0.8288,0.0930923,ok,
SC4031E0-PSG@N2#4,SC4031E0-PSG,N2,4,47655.0,100,12000,EEG Fpz-Cz,EMG submental,4.5547203e-05,0.00037288457,0.065724285,0.425948,0.73625,0.727,0.8524,0.170999,ok,
SC4031E0-PSG@N2#5,SC4031E0-PSG,N2,5,47775.0,100,12000,EEG Fpz-Cz,EMG submental,0.00038374624,0.00060066814,-0.042836341,1.04322,0.718133,0.714,0.856,0.100775,ok,
SC4031E0-PSG@REM#0,SC4031E0-PSG,REM,0,39900.0,100,12000,EEG Fpz-Cz,EMG submental,0.00048871098,0.0010670021,-0.01104494,2.1538,0.500333,0.457,0.61,0.24438,ok,
SC4031E0-PSG@REM#1,SC4031E0-PSG,REM,1,40020.0,100,12000,EEG Fpz-Cz,EMG submental,0.00051247898,0.00071081703,-0.03687137,1.69046,0.53675,0.469,0.7316,0.297929,ok,
SC4031E0-PSG@REM#2,SC4031E0-PSG,REM,2,40140.0,100,12000,EEG Fpz-Cz,EMG submental,0.00026547455,0.00087308065,-0.076255305,1.76633,0.463667,0.43,0.5492,0.295693,ok,
SC4031E0-PSG@REM#3,SC4031E0-PSG,REM,3,40260.0,100,12000,EEG Fpz-Cz,EMG submental,0.00010296394,0.00028815218,0.091423392,1.92335,0.459683,0.44,0.5622,0.170007,ok,
SC4031E0-PSG@REM#4,SC4031E0-PSG,REM,4,40380.0,100,12000,EEG Fpz-Cz,EMG submental,0.00053846041,0.00089614946,0.044532837,1.92302,0.598767,0.432,0.625,0.64374,ok,
SC4031E0-PSG@REM#5,SC4031E0-PSG,REM,5,40500.0,100,12000,EEG Fpz-Cz,EMG submental,0.00021233793,0.00073430275,0.10653004,2.16292,0.474217,0.423,0.5782,0.317816,ok,
SC4031E0-PSG@W#0,SC4031E0-PSG,W,0,67485.0,100,12000,EEG Fpz-Cz,EMG submental,0.0031849431,0.0039334126,-0.63951629,-0.412983,3.57198,3.576,3.6608,0.088759,ok,
SC4031E0-PSG@W#1,SC4031E0-PSG,W,1,67605.0,100,12000,EEG Fpz-Cz,EMG submental,0.0037411174,0.006488601,-0.62572021,-0.282557,3.53443,3.537,3.6544,0.0992499,ok,
SC4031E0-PSG@W#2,SC4031E0-PSG,W,2,67725.0,100,12000,EEG Fpz-Cz,EMG submental,0.0059692138,0.0066761485,-1.2766632,-0.283692,3.55757,3.567,3.676,0.0998736,ok,
SC4031E0-PSG@W#3,SC4031E0-PSG,W,3,67845.0,100,12000,EEG Fpz-Cz,EMG submental,0.0047628674,0.0065229305,-0.93003433,-0.145073,3.59447,3.604,3.7124,0.113722,ok,
