recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,meta_run,meta_condition,meta_sfreq,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_gamma,exponent_high,exponent_low,icoh_alpha,lempel_ziv,lrtc_alpha,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
S056@R02,eegmmidb_rest,S056,ok,,64,160,8800,R02,eyes_closed,160.0,0.6345668721,0.07150171634,0.1639937554,0.3449642154,4.105756446,2.208753217,0.8880800855,0.1078177775,0.7412986354,0.658373807,0.01431210364,0.0003818444044,0.4699872615,0.1657136018,0.03578794289,22.2815905,0.7925082959,1.823895485,1.261418712,0.1538462821
S058@R02,eegmmidb_rest,S058,ok,,64,160,8800,R02,eyes_closed,160.0,0.1924648054,0.2865174513,0.1900301599,0.1031961307,5.689886727,0.6522406763,0.8110932919,0.06587566202,0.6851476696,0.7129124425,-0.07996898865,0.000745631532,0.1201757924,0.3735775775,0.05297146179,39.30722328,0.8787791389,0.7057044322,0.5127785362,0.06298215519
S060@R01,eegmmidb_rest,S060,ok,,64,160,8800,R01,eyes_open,160.0,0.4772357995,0.1086683991,0.1947858564,0.3906335812,0.2367949807,2.235219362,1.22273667,0.09123296209,0.4209609568,0.718056855,-0.09183873629,0.00079479674,0.09642064906,0.6055341295,0.03153556943,25.8116032,0.7185638114,1.905025683,1.346026952,0.07618915192
S063@R01,eegmmidb_rest,S063,ok,,64,160,8800,R01,eyes_open,160.0,0.2561479486,0.2950074836,-0.1342360614,-1.290843715,6.924150378,0.8767017015,0.877963064,0.08512543998,0.9358805736,0.4935706635,-0.2388586306,0.0006177164485,0.09381863914,0.3317225467,0.03057860022,39.7696538,0.9217689479,1.02133855,0.5585096993,0.09985585309
S063@R02,eegmmidb_rest,S063,ok,,64,160,8800,R02,eyes_closed,160.0,0.2795375208,0.255876597,-0.1562656397,-1.317002432,6.655491195,0.5550280023,0.6109866999,0.08403823881,0.9151704281,0.7006086224,-0.2079288775,0.0004236792366,0.1847172043,0.2526889557,0.02991648735,38.49211767,0.9342879369,1.218113841,0.7172494033,0.1085240779
S065@R02,eegmmidb_rest,S065,ok,,64,160,8800,R02,eyes_closed,160.0,0.6178789398,0.0720509806,0.1133211989,0.1828600044,4.652714123,3.574100848,0.8402179932,0.1882465279,0.6298998529,0.7026581712,0.09082340853,0.00087595314,0.4679913488,0.1927415073,0.06979710884,21.74906367,0.7967295795,1.945170909,1.377792868,0.2560415143
S067@R01,eegmmidb_rest,S067,ok,,64,160,8800,R01,eyes_open,160.0,0.4279207965,0.2079040576,0.333146361,0.846342449,4.242997099,0.9179411584,1.473661018,0.06187377342,0.7015600706,0.6335185398,-0.0710427619,0.001060178334,0.02646373359,0.5988723582,0.04425191892,38.81398298,0.7646031919,0.3415876339,0.3344759806,0.04133236659
S067@R02,eegmmidb_rest,S067,ok,,64,160,8800,R02,eyes_closed,160.0,0.2393091511,0.237199304,0.2650525544,0.4142387348,3.373394987,1.205395571,1.016738152,0.06109069088,0.5453152588,0.6170490049,-0.03811202349,0.0007564791791,0.127474314,0.3900108076,0.04345395259,38.08259027,0.8735497697,1.331530093,0.8392078217,0.04667645013
S068@R02,eegmmidb_rest,S068,ok,,64,160,8800,R02,eyes_closed,160.0,0.5158859197,0.1022320058,0.2240690042,0.5288322533,-0.3353509086,2.917181193,1.148319967,0.07585324703,0.3953613484,0.6682046809,0.08611791953,0.001333617599,0.1482188196,0.4544428134,0.04928503365,25.92564598,0.8078907882,2.073017588,1.443346339,0.06266398828
S072@R01,eegmmidb_rest,S072,ok,,64,160,8800,R01,eyes_open,160.0,0.5749520623,0.05497749061,0.4081362206,3.189270411,4.766841919,2.335400006,1.791657692,0.1331700649,0.4864548454,0.6850263068,0.1491247007,0.001865315228,0.06009907718,0.783924159,0.02934401917,14.62473064,0.6220770371,2.392591549,1.674910951,0.1394324453
S074@R01,eegmmidb_rest,S074,ok,,64,160,8800,R01,eyes_open,160.0,0.3998947599,0.1669307876,0.2099124367,0.3384983055,4.050874787,2.875363242,0.5406807864,0.1031293482,0.7585830425,0.7013347822,-0.01988756112,0.0007155287519,0.1587087946,0.264714702,0.04256677897,30.81961473,0.8903901565,1.723514041,1.147003098,0.1104788894
S077@R01,eegmmidb_rest,S077,ok,,64,160,8800,R01,eyes_open,160.0,0.6254305314,0.0600159793,0.09376662387,0.1461544897,6.962764868,3.574936911,1.480345015,0.07124515249,0.4680804306,0.6434178231,0.183091015,0.0009653420319,0.08764348721,0.5882812614,0.06892839911,20.38787516,0.726247142,2.586265657,1.81411355,0.05720742836
S077@R02,eegmmidb_rest,S077,ok,,64,160,8800,R02,eyes_closed,160.0,0.6819928625,0.04604498182,-0.002080662605,-0.05286022365,6.975032744,3.639461647,1.309025994,0.2085455489,0.4567132079,0.8297291878,0.1901326928,0.0008515116311,0.3120714837,0.3260954639,0.05896847677,18.89604816,0.7725715565,2.366972699,1.696774999,0.2862779953
S078@R01,eegmmidb_rest,S078,ok,,64,160,8800,R01,eyes_open,160.0,0.5815646728,0.07702771247,0.3164619977,1.251726256,0.5298106399,1.582221395,1.73090886,0.0638830763,0.6897879879,0.5524023307,0.07365721685,0.0005936186419,0.0557856977,0.7508197614,0.02755230006,18.42365634,0.6515159128,1.954063394,1.425826761,0.0536012359
S081@R02,eegmmidb_rest,S081,ok,,64,160,8800,R02,eyes_closed,160.0,0.5963613151,0.07825107326,0.06050697107,0.04467322409,4.26770165,4.302111663,0.6834381786,0.086998184,0.7120241441,0.5348774962,0.08379283394,0.0005528375975,0.554362548,0.1566426207,0.04904289479,21.5377468,0.7626248133,2.006048829,1.426173657,0.0977958799
S082@R01,eegmmidb_rest,S082,ok,,64,160,8800,R01,eyes_open,160.0,0.5686991084,0.07262056836,0.2539277816,0.7706479524,4.927845743,3.426614953,1.018107474,0.07179842562,0.5911267235,0.5755410271,0.1268159457,0.0009254671936,0.2372438887,0.4325814967,0.07922527777,22.41038354,0.79892873,2.300875347,1.601257002,0.07086314641
S087@R02,eegmmidb_rest,S087,ok,,64,160,8800,R02,eyes_closed,160.0,0.5905534191,0.08689344628,0.2751112425,0.8633391264,4.2442357,3.776917128,0.7813218155,0.2476783965,0.7305854173,0.7587543045,0.04705182295,0.0008661799307,0.4276861057,0.1899682521,0.05240229392,22.44439584,0.8039280798,2.042165882,1.380025237,0.3710904161
