recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,lempel_ziv,relative_alpha_power,relative_delta_power,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4081E0-PSG,sleep_edfx,SC4081E0-PSG,ok,,2,100,12000,0.5983622981,0.09890972045,0.702397913,24.6368018,0.6612230844,,1.024244534,0.1028627568
SC4082E0-PSG,sleep_edfx,SC4082E0-PSG,ok,,2,100,12000,0.6191243487,0.07104688295,0.6782468684,21.82358942,0.6558306428,,1.126685762,0.000170981659
SC4091E0-PSG,sleep_edfx,SC4091E0-PSG,ok,,2,100,12000,0.6926220078,0.0473388877,0.6153099991,38.16602535,0.7599219672,,0.3913992959,0.0126406241
SC4092E0-PSG,sleep_edfx,SC4092E0-PSG,ok,,2,100,12000,0.80432184,0.06582734712,0.431748676,41.07346774,0.8528880181,,0.09865001084,-0.001309730305
SC4101E0-PSG,sleep_edfx,SC4101E0-PSG,ok,,2,100,12000,0.5339999413,0.03767468469,0.7064975223,22.3611073,0.6478562199,,1.00763376,0.0249117839
SC4102E0-PSG,sleep_edfx,SC4102E0-PSG,ok,,2,100,12000,0.5576686789,0.02891120244,0.7757365671,15.10562437,0.6131076543,,1.138671491,0.02540022149
SC4111E0-PSG,sleep_edfx,SC4111E0-PSG,ok,,2,100,12000,0.5892269958,0.03355068443,0.7729831328,25.82335933,0.6375499135,,1.020619069,0.0257094541
SC4112E0-PSG,sleep_edfx,SC4112E0-PSG,ok,,2,100,12000,0.7461880983,0.05751483098,0.5441102001,38.16090283,0.7865513973,,0.4309383099,0.05003709329
SC4121E0-PSG,sleep_edfx,SC4121E0-PSG,ok,,2,100,12000,0.5335847002,0.03253509803,0.8343742998,10.65246796,0.5985098811,,1.486932718,0.02453590432
SC4122E0-PSG,sleep_edfx,SC4122E0-PSG,ok,,2,100,12000,0.5692954273,0.04861795243,0.7611543366,23.4572322,0.6390385575,,1.083975893,0.0163392489
SC4131E0-PSG,sleep_edfx,SC4131E0-PSG,ok,,2,100,12000,0.6506826656,0.04469926763,0.6776904131,35.90352682,0.7200675191,,0.8740073291,-0.002552011592
SC4141E0-PSG,sleep_edfx,SC4141E0-PSG,ok,,2,100,12000,0.6701989931,0.09581148786,0.6634665847,32.69125436,0.7290565021,,0.7522440445,0.07550806384
SC4142E0-PSG,sleep_edfx,SC4142E0-PSG,ok,,2,100,12000,0.7221041196,0.0476871768,0.6860122314,35.56223225,0.7118817062,,0.7216658425,0.02508084606
SC4151E0-PSG,sleep_edfx,SC4151E0-PSG,ok,,2,100,12000,0.5119921676,0.03284700434,0.7858914495,27.46287141,0.6002093696,,0.9017690347,0.09974699651
SC4152E0-PSG,sleep_edfx,SC4152E0-PSG,ok,,2,100,12000,0.7333156269,0.05253060303,0.5452049739,39.66849461,0.8066460326,,0.2832525221,0.02335562036
SC4161E0-PSG,sleep_edfx,SC4161E0-PSG,ok,,2,100,12000,0.5489486177,0.02387255834,0.7852882972,28.49812567,0.6166227411,,0.6342524054,0.0007695264943
SC4162E0-PSG,sleep_edfx,SC4162E0-PSG,ok,,2,100,12000,0.7424509292,0.05496569908,0.496183481,39.6199089,0.815527595,,0.3705652117,0.01140704117
SC4171E0-PSG,sleep_edfx,SC4171E0-PSG,ok,,2,100,12000,0.6149719386,0.04676740792,0.6418482786,37.10951109,0.734280338,,0.7669567182,0.05591190567
SC4172E0-PSG,sleep_edfx,SC4172E0-PSG,ok,,2,100,12000,0.6893000797,0.06555997963,0.4851571608,40.85753171,0.8419935181,,0.9305145736,-0.002296358552
SC4181E0-PSG,sleep_edfx,SC4181E0-PSG,ok,,2,100,12000,0.6203700717,0.04510031098,0.7595896594,23.5744295,0.6299391834,,1.088602607,0.05573755274
SC4182E0-PSG,sleep_edfx,SC4182E0-PSG,ok,,2,100,12000,0.7565691236,0.04646754173,0.6275313988,38.52084425,0.7519653104,,0.4901397812,-0.001649556595
SC4191E0-PSG,sleep_edfx,SC4191E0-PSG,ok,,2,100,12000,0.5755240424,0.05448918131,0.6157814578,37.0518915,0.728780925,,0.6958160387,-0.0001493254194
SC4192E0-PSG,sleep_edfx,SC4192E0-PSG,ok,,2,100,12000,0.6166329026,0.04496175435,0.671438191,36.27527696,0.7128925574,,0.9101055878,0.00964855889
SC4201E0-PSG,sleep_edfx,SC4201E0-PSG,ok,,2,100,12000,0.5302627721,0.0624915872,0.7337253631,29.59387942,0.6611224697,,0.8277693272,0.06869389598
SC4202E0-PSG,sleep_edfx,SC4202E0-PSG,ok,,2,100,12000,0.6008537442,0.07812989695,0.65894082,33.96636633,0.7216348193,,0.6161069311,0.03000130586
SC4211E0-PSG,sleep_edfx,SC4211E0-PSG,ok,,2,100,12000,0.5655582582,0.03612234666,0.8207955048,19.02816026,0.5555204098,,1.11780729,0.06224127731
SC4212E0-PSG,sleep_edfx,SC4212E0-PSG,ok,,2,100,12000,0.5119921676,0.02941831762,0.8519032151,10.4288551,0.5722132362,,1.297629803,0.01025715713
SC4221E0-PSG,sleep_edfx,SC4221E0-PSG,ok,,2,100,12000,0.5003654193,0.03877858063,0.6334605495,37.7338404,0.749094963,,0.2809005879,-4.834539903e-05
SC4222E0-PSG,sleep_edfx,SC4222E0-PSG,ok,,2,100,12000,0.733730868,0.04243619233,0.6411426913,38.27237459,0.7428430528,,0.1927733951,-0.001845344042
SC4231E0-PSG,sleep_edfx,SC4231E0-PSG,ok,,2,100,12000,0.5800916936,0.04044465819,0.7831835368,28.22439416,0.6168280463,,0.746688356,0.003369740097
SC4232E0-PSG,sleep_edfx,SC4232E0-PSG,ok,,2,100,12000,0.561821089,0.03979429235,0.7485552709,32.90721673,0.6444151004,,0.7605432651,-0.00177912909
SC4241E0-PSG,sleep_edfx,SC4241E0-PSG,ok,,2,100,12000,0.5888117548,0.02921534313,0.741755512,31.99141202,0.6269594102,,0.456213877,-0.001714565977
SC4242E0-PSG,sleep_edfx,SC4242E0-PSG,ok,,2,100,12000,0.805567563,0.04537482722,0.597160815,38.21626297,0.7659751099,,0.2210531566,0.006415174486
SC4251E0-PSG,sleep_edfx,SC4251E0-PSG,ok,,2,100,12000,0.7387137601,0.03525705607,0.6664189963,37.64752821,0.7293740404,,0.2703427298,0.008959768538
SC4252E0-PSG,sleep_edfx,SC4252E0-PSG,ok,,2,100,12000,0.630751097,0.03632658146,0.7026672741,35.79805614,0.6866123256,,0.7455577634,0.01712600375
SC4261F0-PSG,sleep_edfx,SC4261F0-PSG,ok,,2,100,12000,0.5468724126,0.02655433327,0.7833147637,17.54686254,0.6020102123,,0.8361540235,0.03321435404
SC4262F0-PSG,sleep_edfx,SC4262F0-PSG,ok,,2,100,12000,0.4949672861,0.03261865475,0.7405496145,31.30712917,0.646444245,,0.7311431256,0.005698924883
SC4271F0-PSG,sleep_edfx,SC4271F0-PSG,ok,,2,100,12000,0.6585722448,0.1473066274,0.601821018,29.06921276,0.7386561555,,1.061580121,0.09043887234
SC4272F0-PSG,sleep_edfx,SC4272F0-PSG,ok,,2,100,12000,0.5518553048,0.040411318,0.7334038338,26.82821127,0.6657400597,,1.160147881,0.02299667606
SC4281G0-PSG,sleep_edfx,SC4281G0-PSG,ok,,2,100,12000,0.6112347695,0.03092392862,0.7797432839,32.48384455,0.6482754896,,0.6231793893,-0.001541873298
SC4282G0-PSG,sleep_edfx,SC4282G0-PSG,ok,,2,100,12000,0.6174633846,0.03566767059,0.8245948293,27.23314896,0.5879408734,,0.7431647353,-0.001352149215
SC4291G0-PSG,sleep_edfx,SC4291G0-PSG,ok,,2,100,12000,0.5555924739,0.03589390501,0.7502432855,31.86062275,0.6375659045,,1.084490508,-0.001050640059
SC4292G0-PSG,sleep_edfx,SC4292G0-PSG,ok,,2,100,12000,0.6020994672,0.03710159769,0.74319876,31.1514011,0.6351796417,,0.9475365689,0.005897455415
SC4301E0-PSG,sleep_edfx,SC4301E0-PSG,ok,,2,100,12000,0.629505374,0.03984531713,0.7564572939,29.06662825,0.6453396377,,1.202033652,0.0062839709
SC4302E0-PSG,sleep_edfx,SC4302E0-PSG,ok,,2,100,12000,0.6519283886,0.05459204473,0.6830658566,33.40010939,0.6829058511,,0.7644043157,0.003944327308
SC4311E0-PSG,sleep_edfx,SC4311E0-PSG,ok,,2,100,12000,0.7910341276,0.06131102962,0.5471231707,39.77228339,0.8002555436,,0.343235232,3.061018598e-05
SC4312E0-PSG,sleep_edfx,SC4312E0-PSG,ok,,2,100,12000,0.6216157948,0.05089753645,0.7712003228,28.45290429,0.6218073773,,0.6796721598,0.1726322227
SC4321E0-PSG,sleep_edfx,SC4321E0-PSG,ok,,2,100,12000,0.5908879599,0.0320065795,0.8207877393,17.1219873,0.5925846057,,1.345951435,0.03507143048
SC4322E0-PSG,sleep_edfx,SC4322E0-PSG,ok,,2,100,12000,0.594209888,0.06422762323,0.6133191122,35.36341841,0.7105891564,,0.8094790495,0.002035292671
SC4331F0-PSG,sleep_edfx,SC4331F0-PSG,ok,,2,100,12000,0.6104042874,0.02605515968,0.794240136,31.2171237,0.6319085979,,0.5858639742,0.003592719997
SC4332F0-PSG,sleep_edfx,SC4332F0-PSG,ok,,2,100,12000,0.7478490624,0.06165525697,0.5066971631,41.32253308,0.8236842727,,0.2644643965,0.004495270688
SC4341F0-PSG,sleep_edfx,SC4341F0-PSG,ok,,2,100,12000,0.5348304233,0.01252098448,0.8689636465,7.502559879,0.5470121378,,1.151437235,-0.0014913473
SC4342F0-PSG,sleep_edfx,SC4342F0-PSG,ok,,2,100,12000,0.5506095817,0.01713403866,0.8563382127,8.296058184,0.558348434,,1.588843952,0.01477998242
SC4351F0-PSG,sleep_edfx,SC4351F0-PSG,ok,,2,100,12000,0.5651430171,0.04726588068,0.7351035748,22.04582171,0.6201740068,,1.279939854,0.0204689933
SC4352F0-PSG,sleep_edfx,SC4352F0-PSG,ok,,2,100,12000,0.7266717708,0.1309179153,0.5494436784,34.78121063,0.772173775,,1.230396093,0.004502735876
SC4362F0-PSG,sleep_edfx,SC4362F0-PSG,ok,,2,100,12000,0.7299936989,0.09941886321,0.4381454516,40.0237641,0.8607642302,,0.3740463333,0.001132200521
SC4371F0-PSG,sleep_edfx,SC4371F0-PSG,ok,,2,100,12000,0.5875660318,0.01836892286,0.8224849145,25.00310331,0.5833807154,,0.4688901641,-0.0009106785465
SC4372F0-PSG,sleep_edfx,SC4372F0-PSG,ok,,2,100,12000,0.5680497042,0.03016750566,0.7309643138,32.16824182,0.6655273186,,0.4943041352,0.01364171593
SC4381F0-PSG,sleep_edfx,SC4381F0-PSG,ok,,2,100,12000,0.6236919998,0.02337770315,0.8418475557,20.86606922,0.5574898185,,0.6328703048,0.01153523649
SC4382F0-PSG,sleep_edfx,SC4382F0-PSG,ok,,2,100,12000,0.8367106389,0.06401768508,0.5065089896,40.08432386,0.8327353385,,0.3857471865,0.0008675345809
SC4401E0-PSG,sleep_edfx,SC4401E0-PSG,ok,,2,100,12000,0.6701989931,0.05389544678,0.7018356012,31.22252678,0.678588373,,0.9606718536,0.008481342374
SC4402E0-PSG,sleep_edfx,SC4402E0-PSG,ok,,2,100,12000,0.6415473633,0.04920975495,0.7352718564,27.2911585,0.6576517173,,1.080527127,0.001723722566
SC4411E0-PSG,sleep_edfx,SC4411E0-PSG,ok,,2,100,12000,0.769441595,0.08917608502,0.5303131183,39.9730763,0.8051123541,,0.2582577115,0.1620086055
SC4412E0-PSG,sleep_edfx,SC4412E0-PSG,ok,,2,100,12000,0.8234229265,0.04354822736,0.5935797873,40.09718462,0.7814690138,,0.1251881733,0.007355048304
SC4421E0-PSG,sleep_edfx,SC4421E0-PSG,ok,,2,100,12000,0.6955286949,0.03465458312,0.7040271474,36.47311381,0.6873815176,,0.3057280768,0.002237131679
SC4422E0-PSG,sleep_edfx,SC4422E0-PSG,ok,,2,100,12000,0.560160125,0.02433507425,0.8300920072,22.05355764,0.5929088461,,0.8920948287,0.0843247344
SC4431E0-PSG,sleep_edfx,SC4431E0-PSG,ok,,2,100,12000,0.6868086336,0.03239571545,0.6809889626,38.11693364,0.7139203671,,0.5732348537,0.0009829944656
SC4432E0-PSG,sleep_edfx,SC4432E0-PSG,ok,,2,100,12000,0.7424509292,0.05751162711,0.5620673471,40.04453707,0.7959484453,,0.3450554914,-0.001879693623
SC4441E0-PSG,sleep_edfx,SC4441E0-PSG,ok,,2,100,12000,0.6494369426,0.0250306566,0.8018231492,26.79724224,0.6317942784,,0.6765042659,0.001967885819
SC4442E0-PSG,sleep_edfx,SC4442E0-PSG,ok,,2,100,12000,0.5863203087,0.03542356137,0.7071953876,35.66567801,0.6998184183,,0.702224166,-0.0007404724179
SC4451F0-PSG,sleep_edfx,SC4451F0-PSG,ok,,2,100,12000,0.8574726895,0.06187776034,0.4811778975,40.24797349,0.833604882,,0.321023012,0.01234649931
SC4452F0-PSG,sleep_edfx,SC4452F0-PSG,ok,,2,100,12000,0.8093047321,0.05965976965,0.4619939973,41.13286025,0.8514450244,,0.15082821,-0.00145574129
SC4461F0-PSG,sleep_edfx,SC4461F0-PSG,ok,,2,100,12000,0.8279905777,0.04600373232,0.5681972807,40.38015139,0.7923725513,,0.09950695774,0.001803685862
SC4462F0-PSG,sleep_edfx,SC4462F0-PSG,ok,,2,100,12000,0.6498521836,0.03621408672,0.686774697,37.97191228,0.7137386019,,0.4060575608,-0.001764078477
SC4471F0-PSG,sleep_edfx,SC4471F0-PSG,ok,,2,100,12000,0.7129688174,0.04366175366,0.7065736694,26.08824811,0.7015075022,,1.047599947,0.03189261711
SC4472F0-PSG,sleep_edfx,SC4472F0-PSG,ok,,2,100,12000,0.4501212569,0.03619392836,0.7705712531,17.29540995,0.6176363876,,1.433887537,0.02435362028
SC4481F0-PSG,sleep_edfx,SC4481F0-PSG,ok,,2,100,12000,0.7183669505,0.03684094503,0.6653129844,38.25596513,0.7316247927,,0.3616918738,-0.0006366115729
SC4482F0-PSG,sleep_edfx,SC4482F0-PSG,ok,,2,100,12000,0.8637013047,0.0579911374,0.472343406,40.64244135,0.8520269042,,0.09846512774,-0.001385013178
SC4491G0-PSG,sleep_edfx,SC4491G0-PSG,ok,,2,100,12000,0.8429392541,0.0713555859,0.484546007,39.98331274,0.8378021082,,0.4981506899,0.004485364979
SC4492G0-PSG,sleep_edfx,SC4492G0-PSG,ok,,2,100,12000,0.7848055124,0.06713200848,0.5701866942,39.21670792,0.7721683085,,0.6365675741,0.01249106072
SC4501E0-PSG,sleep_edfx,SC4501E0-PSG,ok,,2,100,12000,0.5140683727,0.08805382482,0.7506240176,20.04604518,0.6306896992,,1.190703895,0.2205354625
SC4502E0-PSG,sleep_edfx,SC4502E0-PSG,ok,,2,100,12000,0.8093047321,0.103054799,0.5284287577,33.28428362,0.7767487129,,1.060648444,0.03308153104
SC4511E0-PSG,sleep_edfx,SC4511E0-PSG,ok,,2,100,12000,0.5452114486,0.01510745926,0.8809672225,10.4952992,0.5395173199,,0.7509102774,0.07018095657
SC4512E0-PSG,sleep_edfx,SC4512E0-PSG,ok,,2,100,12000,0.5493638587,0.02647600906,0.8508264901,15.2119356,0.5842594671,,0.9921548831,0.0129637119
SC4522E0-PSG,sleep_edfx,SC4522E0-PSG,ok,,2,100,12000,0.4949672861,0.04085381342,0.8419153675,10.99772725,0.5781988671,,1.119739351,0.4063611394
SC4531E0-PSG,sleep_edfx,SC4531E0-PSG,ok,,2,100,12000,0.560990607,0.0300456739,0.7029068514,36.38231417,0.6822091539,,0.2045117987,-0.0008034485353
SC4532E0-PSG,sleep_edfx,SC4532E0-PSG,ok,,2,100,12000,0.5065940345,0.03103562202,0.7849720254,31.5319245,0.6391687734,,0.4750491334,0.002121867207
SC4541F0-PSG,sleep_edfx,SC4541F0-PSG,ok,,2,100,12000,0.6959439359,0.04095363497,0.5960551689,39.63623547,0.7604452179,,0.3820999949,0.002016192974
SC4542F0-PSG,sleep_edfx,SC4542F0-PSG,ok,,2,100,12000,0.5348304233,0.02828394502,0.7426774217,22.05042674,0.6583692426,,1.136364157,-0.00212572841
SC4551F0-PSG,sleep_edfx,SC4551F0-PSG,ok,,2,100,12000,0.7229346016,0.07709723527,0.4876308063,40.32867809,0.8079271717,,0.17058162,-0.003016473434
SC4552F0-PSG,sleep_edfx,SC4552F0-PSG,ok,,2,100,12000,0.6855629106,0.07534968106,0.4976979966,39.84344787,0.8298734905,,0.2079982523,0.05279535249
SC4561F0-PSG,sleep_edfx,SC4561F0-PSG,ok,,2,100,12000,0.5751088014,0.0348074405,0.7329069891,29.76629895,0.6492822602,,0.9097383485,-0.001189214256
SC4562F0-PSG,sleep_edfx,SC4562F0-PSG,ok,,2,100,12000,0.5518553048,0.03185254126,0.629363996,39.29535081,0.7320299168,,0.5293267936,0.03831943319
SC4571F0-PSG,sleep_edfx,SC4571F0-PSG,ok,,2,100,12000,0.8005846709,0.06177462304,0.628555335,36.00688801,0.744900223,,0.5176933376,0.01100698972
SC4572F0-PSG,sleep_edfx,SC4572F0-PSG,ok,,2,100,12000,0.6141414565,0.05062140504,0.4757636505,41.42872894,0.8459062793,,0.3568150524,-0.002225514464
SC4581G0-PSG,sleep_edfx,SC4581G0-PSG,ok,,2,100,12000,0.7241803247,0.03601230883,0.5287562411,41.622227,0.8067173875,,0.03126174825,0.01380949172
SC4582G0-PSG,sleep_edfx,SC4582G0-PSG,ok,,2,100,12000,0.7536624365,0.05076320861,0.4302038658,42.3464898,0.8648308973,,0.1556083109,0.001262616864
SC4591G0-PSG,sleep_edfx,SC4591G0-PSG,ok,,2,100,12000,0.6432083274,0.05296162155,0.5526580586,40.93882489,0.7901275171,,0.2711795998,0.006742120688
SC4592G0-PSG,sleep_edfx,SC4592G0-PSG,ok,,2,100,12000,0.6735209212,0.04971939866,0.6658038893,34.99423443,0.6897412546,,0.7282010579,-0.001165808061
SC4601E0-PSG,sleep_edfx,SC4601E0-PSG,ok,,2,100,12000,0.7237650837,0.08618283319,0.6528858756,32.5523105,0.7145694075,,1.198696452,0.08883185787
SC4602E0-PSG,sleep_edfx,SC4602E0-PSG,ok,,2,100,12000,0.8217619625,0.09472624578,0.3109350075,41.98263802,0.93033347,,0.4132131354,0.0179905326
SC4611E0-PSG,sleep_edfx,SC4611E0-PSG,ok,,2,100,12000,0.6755971263,0.03025579722,0.7685103079,30.97043601,0.6345754333,,0.600877124,-0.001047931155
SC4612E0-PSG,sleep_edfx,SC4612E0-PSG,ok,,2,100,12000,0.6859781516,0.02505896709,0.7954112153,22.67203307,0.6232511447,,0.6608331506,0.003682347963
SC4621E0-PSG,sleep_edfx,SC4621E0-PSG,ok,,2,100,12000,0.7615520158,0.06557898173,0.569094461,40.83395823,0.7734862487,,0.3993546187,-0.001356914463
SC4622E0-PSG,sleep_edfx,SC4622E0-PSG,ok,,2,100,12000,0.7233498427,0.04851263432,0.5892005618,40.32777482,0.7764857234,,0.5535873119,0.01007512032
SC4631E0-PSG,sleep_edfx,SC4631E0-PSG,ok,,2,100,12000,0.7632129798,0.03195549384,0.6942355086,35.77227123,0.7057996486,,0.3090681626,0.01319821733
SC4632E0-PSG,sleep_edfx,SC4632E0-PSG,ok,,2,100,12000,0.8026608759,0.03569621456,0.6517660219,38.88894671,0.7423157371,,0.1618673475,0.01108289239
SC4641E0-PSG,sleep_edfx,SC4641E0-PSG,ok,,2,100,12000,0.6253529639,0.04607304487,0.6798840165,35.92925616,0.6848520564,,0.6467367117,0.01535779511
SC4642E0-PSG,sleep_edfx,SC4642E0-PSG,ok,,2,100,12000,0.7063249612,0.05453320337,0.5841103253,38.49721807,0.7639478794,,0.5079651413,-0.001925318358
SC4651E0-PSG,sleep_edfx,SC4651E0-PSG,ok,,2,100,12000,0.7648739438,0.04596874111,0.5667701099,40.30043267,0.7797733903,,0.0566940849,0.01109707433
SC4652E0-PSG,sleep_edfx,SC4652E0-PSG,ok,,2,100,12000,0.9010729957,0.07132767287,0.2377254899,42.91262899,0.9607310154,,0.1764170684,0.0007615527079
SC4661E0-PSG,sleep_edfx,SC4661E0-PSG,ok,,2,100,12000,0.8275753366,0.05655512505,0.5384522811,39.77647866,0.8027313414,,0.3618502625,0.002663264604
SC4662E0-PSG,sleep_edfx,SC4662E0-PSG,ok,,2,100,12000,0.8171943113,0.06773043594,0.3481823219,42.17645664,0.9076852854,,0.1278316986,0.0008740678529
SC4671G0-PSG,sleep_edfx,SC4671G0-PSG,ok,,2,100,12000,0.6191243487,0.04095751353,0.6506445552,36.67006977,0.7245087421,,0.6048653743,-0.001738233714
SC4672G0-PSG,sleep_edfx,SC4672G0-PSG,ok,,2,100,12000,0.3757931157,0.02021962838,0.8075827312,22.78493904,0.5667625284,,0.700735027,-0.0008592282157
SC4701E0-PSG,sleep_edfx,SC4701E0-PSG,ok,,2,100,12000,0.7980932248,0.06239509075,0.4741032974,41.32450662,0.8319941029,,0.2567999686,-0.001497747705
SC4702E0-PSG,sleep_edfx,SC4702E0-PSG,ok,,2,100,12000,0.630335856,0.05361606074,0.610170532,38.44230902,0.746719984,,0.4141068589,0.01027563228
SC4711E0-PSG,sleep_edfx,SC4711E0-PSG,ok,,2,100,12000,0.7794073793,0.06021016305,0.4969744864,40.43390143,0.8381698359,,0.1478590214,0.02034377808
SC4712E0-PSG,sleep_edfx,SC4712E0-PSG,ok,,2,100,12000,0.6946982128,0.04586590412,0.5784239079,40.20348369,0.7820636153,,0.07101444502,0.05076763467
SC4721E0-PSG,sleep_edfx,SC4721E0-PSG,ok,,2,100,12000,0.7818988253,0.05025959976,0.4363049575,41.93215942,0.8726593917,,0.3625996355,0.01770279676
SC4722E0-PSG,sleep_edfx,SC4722E0-PSG,ok,,2,100,12000,0.5572534379,0.01997312296,0.7898947265,30.47511304,0.6280930363,,0.5562878121,0.003068609483
SC4731E0-PSG,sleep_edfx,SC4731E0-PSG,ok,,2,100,12000,0.6830714645,0.04392838105,0.6139757926,40.07502907,0.764243046,,0.2116167036,0.01607793457
SC4732E0-PSG,sleep_edfx,SC4732E0-PSG,ok,,2,100,12000,0.6544198347,0.04570952793,0.669729024,38.06434636,0.7215830024,,0.2903853216,-0.001920572709
SC4741E0-PSG,sleep_edfx,SC4741E0-PSG,ok,,2,100,12000,0.7578148466,0.03693859362,0.6517074811,38.88139956,0.7405588214,,0.06091325788,-0.001097489577
SC4742E0-PSG,sleep_edfx,SC4742E0-PSG,ok,,2,100,12000,0.7175364685,0.02375272265,0.7769161535,32.42131659,0.6407324818,,0.3210139009,0.00480941794
SC4751E0-PSG,sleep_edfx,SC4751E0-PSG,ok,,2,100,12000,0.7881274405,0.07008623243,0.2919063707,42.72391202,0.9376218707,,-0.02653557826,0.0006436832756
SC4752E0-PSG,sleep_edfx,SC4752E0-PSG,ok,,2,100,12000,0.7827293074,0.07271247402,0.3021064073,42.43301698,0.9227038504,,0.05159295677,0.01368625158
SC4761E0-PSG,sleep_edfx,SC4761E0-PSG,ok,,2,100,12000,0.8093047321,0.06275220792,0.5788305601,39.14234343,0.7716981999,,0.2980847167,0.000547452098
SC4762E0-PSG,sleep_edfx,SC4762E0-PSG,ok,,2,100,12000,0.6274291689,0.04249036137,0.6983778336,35.58127827,0.6949811754,,0.8996414304,-0.001672419067
SC4771G0-PSG,sleep_edfx,SC4771G0-PSG,ok,,2,100,12000,0.8786499811,0.08911368587,0.17884693,42.59449025,0.9749512545,,0.4186016227,0.002502640958
SC4772G0-PSG,sleep_edfx,SC4772G0-PSG,ok,,2,100,12000,0.7868817175,0.06825055871,0.4368244426,40.97968623,0.857475682,,0.3852812377,0.00161968016
SC4801G0-PSG,sleep_edfx,SC4801G0-PSG,ok,,2,100,12000,0.5493638587,0.03004367987,0.8329759311,20.62845242,0.5757458356,,1.047631247,0.08566736356
SC4802G0-PSG,sleep_edfx,SC4802G0-PSG,ok,,2,100,12000,0.561821089,0.04077790138,0.7417645587,30.93718882,0.6542765029,,0.880569795,0.02039075308
SC4811G0-PSG,sleep_edfx,SC4811G0-PSG,ok,,2,100,12000,0.6527588706,0.03511447771,0.7359352763,33.41732654,0.6526498588,,0.6552110718,-0.001977763651
SC4812G0-PSG,sleep_edfx,SC4812G0-PSG,ok,,2,100,12000,0.7619672568,0.04210034856,0.6612929316,35.6877598,0.7217074938,,0.3674507117,-8.493791012e-05
SC4821G0-PSG,sleep_edfx,SC4821G0-PSG,ok,,2,100,12000,0.6149719386,0.04996023789,0.6527231977,35.083568,0.7123397602,,1.017430496,0.01408377386
SC4822G0-PSG,sleep_edfx,SC4822G0-PSG,ok,,2,100,12000,0.5983622981,0.04352962985,0.6791512849,32.49834039,0.6975172768,,0.816795969,0.004610195602
